condition,w,sigma_d,seed,handoff,n_reached,w2
A0.1,0.1,0.02,0,2,200,0.11183017739524276
A0.1,0.1,0.02,1,1,200,0.12374586832839281
A0.1,0.1,0.02,1,2,200,0.13283569759495784
A0.1,0.1,0.02,2,1,200,0.11120012702022342
A0.1,0.1,0.02,2,2,200,0.12431007408885636
A0.1,0.1,0.02,3,1,200,0.111010595239966
A0.1,0.1,0.02,3,2,200,0.11785761094042824
A0.1,0.1,0.02,4,1,200,0.11854471378916139
A0.1,0.1,0.02,4,2,200,0.11148833460251584
A0.1,0.1,0.05,0,1,200,0.11388366347434382
A0.1,0.1,0.05,0,2,200,0.11392133389308141
A0.1,0.1,0.05,1,1,200,0.12060020423447151
A0.1,0.1,0.05,1,2,200,0.1053434754406989
A0.1,0.1,0.05,2,1,200,0.11520198229761423
A0.1,0.1,0.05,2,2,200,0.12724809123881295
A0.1,0.1,0.05,3,1,200,0.11112835783842398
A0.1,0.1,0.05,3,2,200,0.11885853401176413
A0.1,0.1,0.05,4,1,200,0.120415556182033
A0.1,0.1,0.05,4,2,200,0.11222232822610875
A0.1,0.1,0.1,0,1,200,0.11271409862611237
A0.1,0.1,0.1,0,2,200,0.1186985963643121
A0.1,0.1,0.1,1,1,200,0.12184419249855562
A0.1,0.1,0.1,1,2,200,0.13540965669508948
A0.1,0.1,0.1,2,1,200,0.1136481402016062
A0.1,0.1,0.1,2,2,200,0.1278776268255652
A0.1,0.1,0.1,3,1,200,0.11144053711112088
A0.1,0.1,0.1,3,2,200,0.12026311828036344
A0.1,0.1,0.1,4,1,200,0.11706035982190377
A0.1,0.1,0.1,4,2,200,0.09718899331237965
A0.1,0.2,0.0,0,1,200,0.10334256461471705
A0.1,0.2,0.0,0,2,200,0.09832039916681017
A0.1,0.2,0.0,1,1,200,0.10213401854401631
A0.1,0.2,0.0,1,2,200,0.1212466502713429
A0.1,0.2,0.0,2,1,200,0.09737972317868054
A0.1,0.2,0.0,2,2,200,0.10601156359339772
A0.1,0.2,0.0,3,1,200,0.09977082583197454
A0.1,0.2,0.0,3,2,200,0.09258476591530329
A0.1,0.2,0.0,4,1,200,0.10068555449703247
A0.1,0.2,0.0,4,2,200,0.09318730894027319
A0.1,0.2,0.02,0,1,200,0.10246926525214554
A0.1,0.2,0.02,0,2,200,0.0922019632002484
A0.1,0.2,0.02,1,1,200,0.10762271943396172
A0.1,0.2,0.02,1,2,200,0.11705303600351634
A0.1,0.2,0.02,2,1,200,0.09990571515132121
A0.1,0.2,0.02,2,2,200,0.10983680226891614
A0.1,0.2,0.02,3,1,200,0.09854372739689286
A0.1,0.2,0.02,3,2,200,0.09689131105051195
A0.1,0.2,0.02,4,1,200,0.09740931569333558
A0.1,0.2,0.02,4,2,200,0.09489021612691287
A0.1,0.2,0.05,0,1,200,0.10686222246960711
A0.1,0.2,0.05,0,2,200,0.09752887898594319
A0.1,0.2,0.05,1,1,200,0.10558690746766847
A0.1,0.2,0.05,1,2,200,0.08652709203378936
A0.1,0.2,0.05,2,1,200,0.09487137021064809
A0.1,0.2,0.05,2,2,200,0.10620516036508995
A0.1,0.2,0.05,3,1,200,0.10094490664113272
A0.1,0.2,0.05,3,2,200,0.094762913891469
A0.1,0.2,0.05,4,1,200,0.0945731234882205
A0.1,0.2,0.05,4,2,200,0.09919245595964889
A0.1,0.2,0.1,0,1,200,0.10658783901962471
A0.1,0.2,0.1,0,2,200,0.1044722744999261
A0.1,0.2,0.1,1,1,200,0.10612381294357508
A0.1,0.2,0.1,1,2,200,0.09086293760709412
A0.1,0.2,0.1,2,1,200,0.09638005118408005
A0.1,0.2,0.1,2,2,200,0.11090487312847531
A0.1,0.2,0.1,3,1,200,0.10052365029340125
A0.1,0.2,0.1,3,2,200,0.09371641752709474
A0.1,0.2,0.1,4,1,200,0.09465940848723926
A0.1,0.2,0.1,4,2,200,0.09215997569657919
A0.1,0.4,0.0,0,1,200,0.10990565430503973
A0.1,0.4,0.0,0,2,200,0.0884003427845828
A0.1,0.4,0.0,1,1,200,0.11315780908375477
A0.1,0.4,0.0,1,2,200,0.08507401298777745
A0.1,0.4,0.0,2,1,200,0.08826394185099684
A0.1,0.4,0.0,2,2,200,0.09978641351606352
A0.1,0.4,0.0,3,1,200,0.07655817158279883
A0.1,0.4,0.0,3,2,200,0.08263568181598778
A0.1,0.4,0.0,4,1,200,0.08778287146143791
A0.1,0.4,0.0,4,2,200,0.08350611032018963
A0.1,0.4,0.02,0,1,200,0.09681568727557875
A0.1,0.4,0.02,0,2,200,0.08732886706538702
A0.1,0.4,0.02,1,1,200,0.09870604405298677
A0.1,0.4,0.02,1,2,200,0.08359778078193227
A0.1,0.4,0.02,2,1,200,0.08656455912097016
A0.1,0.4,0.02,2,2,200,0.10449105274559811
A0.1,0.4,0.02,3,1,200,0.07602421307903418
A0.1,0.4,0.02,3,2,200,0.08000503854115874
A0.1,0.4,0.02,4,1,200,0.0907482669489006
A0.1,0.4,0.02,4,2,200,0.1005698875821093
A0.1,0.4,0.05,0,1,200,0.09054141473949713
A0.1,0.4,0.05,0,2,200,0.08276665163190039
A0.1,0.4,0.05,1,1,200,0.10559009272358305
A0.1,0.4,0.05,1,2,200,0.11567914068653326
A0.1,0.4,0.05,2,1,200,0.0858675362070362
A0.1,0.4,0.05,2,2,200,0.10779714306007662
A0.1,0.4,0.05,3,1,200,0.07410570756104824
A0.1,0.4,0.05,3,2,200,0.08340173525362385
A0.1,0.4,0.05,4,1,200,0.0940136165905051
A0.1,0.4,0.05,4,2,200,0.08603962605770407
A0.1,0.4,0.1,0,1,200,0.1008384103337632
A0.1,0.4,0.1,0,2,200,0.09339078511041464
A0.1,0.4,0.1,1,1,200,0.09502235381128371
A0.1,0.4,0.1,1,2,200,0.11012138833761302
A0.1,0.4,0.1,2,1,200,0.08517359292353972
A0.1,0.4,0.1,2,2,200,0.10333674426127071
A0.1,0.4,0.1,3,1,200,0.07406005938417616
A0.1,0.4,0.1,3,2,200,0.08448686942998178
A0.1,0.4,0.1,4,1,200,0.08852548733691695
A0.1,0.4,0.1,4,2,200,0.08714121284311285
B,0.1,0.0,0,1,200,0.02846557739775343
B,0.1,0.0,0,2,200,0.023978356556001328
B,0.1,0.0,1,1,200,0.0299885838286807
B,0.1,0.0,1,2,200,0.0196353529267035
B,0.1,0.0,2,1,200,0.03080502905411874
B,0.1,0.0,2,2,200,0.02051294553047417
B,0.1,0.0,3,1,200,0.027142897971665397
B,0.1,0.0,3,2,200,0.02058137514864866
B,0.1,0.0,4,1,200,0.03288148450140031
B,0.1,0.0,4,2,200,0.01701328340023864
B,0.1,0.02,0,1,200,0.027082924603562496
B,0.1,0.02,0,2,200,0.022961992254413848
B,0.1,0.02,1,1,200,0.031005430597690658
B,0.1,0.02,1,2,200,0.019243820467446236
B,0.1,0.02,2,1,200,0.03075761214010127
B,0.1,0.02,2,2,200,0.01782375416936929
B,0.1,0.02,3,1,200,0.031140333055830163
B,0.1,0.02,3,2,200,0.019089146706040696
B,0.1,0.02,4,1,200,0.027310082845110675
B,0.1,0.02,4,2,200,0.014384070328372085
B,0.1,0.05,0,1,200,0.02579662549377698
B,0.1,0.05,0,2,200,0.02762641241557817
B,0.1,0.05,1,1,200,0.02913148516660372
B,0.1,0.05,1,2,200,0.01893346296508463
B,0.1,0.05,2,1,200,0.028452348682153315
B,0.1,0.05,2,2,200,0.0219634746677795
B,0.1,0.05,3,1,200,0.02996089216051405
B,0.1,0.05,3,2,200,0.020979033792889644
B,0.1,0.05,4,1,200,0.029237003628163387
B,0.1,0.05,4,2,200,0.017787656822569557
B,0.1,0.1,0,1,200,0.025645190884756613
B,0.1,0.1,0,2,200,0.03611694441161962
B,0.1,0.1,1,1,200,0.029717364776989483
B,0.1,0.1,1,2,200,0.027366025737734154
B,0.1,0.1,2,1,200,0.031148491389810806
B,0.1,0.1,2,2,200,0.034566289918002
B,0.1,0.1,3,1,200,0.02793335068661762
B,0.1,0.1,3,2,200,0.036647675125933324
B,0.1,0.1,4,1,200,0.028933077974033584
B,0.1,0.1,4,2,200,0.025275833578357394
B,0.2,0.0,0,1,200,0.03457092180130217
B,0.2,0.0,0,2,200,0.020860665908893388
B,0.2,0.0,1,1,200,0.02994544894433774
B,0.2,0.0,1,2,200,0.022477466696210646
B,0.2,0.0,2,1,200,0.025473408487695377
B,0.2,0.0,2,2,200,0.03092685501075721
B,0.2,0.0,3,1,200,0.02295561946643015
B,0.2,0.0,3,2,200,0.02191707334980982
B,0.2,0.0,4,1,200,0.025213412221544235
B,0.2,0.0,4,2,200,0.024978903563329036
B,0.2,0.02,0,1,200,0.03276566902740798
B,0.2,0.02,0,2,200,0.022917655966965177
B,0.2,0.02,1,1,200,0.03212532052754552
B,0.2,0.02,1,2,200,0.02150712066176702
B,0.2,0.02,2,1,200,0.03310874112792958
B,0.2,0.02,2,2,200,0.028913900051134412
B,0.2,0.02,3,1,200,0.02750442403980461
B,0.2,0.02,3,2,200,0.024890225243594043
B,0.2,0.02,4,1,200,0.029254823241212688
B,0.2,0.02,4,2,200,0.020058564445640015
B,0.2,0.05,0,1,200,0.03581070782421691
B,0.2,0.05,0,2,200,0.024051383584530423
B,0.2,0.05,1,1,200,0.03737560545161455
B,0.2,0.05,1,2,200,0.022320947024012612
B,0.2,0.05,2,1,200,0.037595018630784155
B,0.2,0.05,2,2,200,0.03066846229452866
B,0.2,0.05,3,1,200,0.02267343513103994
B,0.2,0.05,3,2,200,0.034174757210078975
B,0.2,0.05,4,1,200,0.02698573089498255
B,0.2,0.05,4,2,200,0.01855305175065536
B,0.2,0.1,0,1,200,0.030001731528677918
B,0.2,0.1,0,2,200,0.04084237667186308
B,0.2,0.1,1,1,200,0.034198768959723694
B,0.2,0.1,1,2,200,0.039419425489229006
B,0.2,0.1,2,1,200,0.028805185999371728
B,0.2,0.1,2,2,200,0.04115456515535278
B,0.2,0.1,3,1,200,0.027633896256870186
B,0.2,0.1,3,2,200,0.04277418603677586
B,0.2,0.1,4,1,200,0.025230431639615112
B,0.2,0.1,4,2,200,0.029533032569448232
B,0.4,0.0,0,1,200,0.039431021087652646
B,0.4,0.0,0,2,200,0.03153130496218723
B,0.4,0.0,1,1,200,0.04502119845009965
B,0.4,0.0,1,2,200,0.0450413469417527
B,0.4,0.0,2,1,200,0.03804574514323964
B,0.4,0.0,2,2,200,0.03788929952120563
B,0.4,0.0,3,1,200,0.042595660123521326
B,0.4,0.0,3,2,200,0.04595307328390375
B,0.4,0.0,4,1,200,0.05329126485531384
B,0.4,0.0,4,2,200,0.03123606531032341
B,0.4,0.02,0,1,200,0.037998232380643135
B,0.4,0.02,0,2,200,0.02425416512309691
B,0.4,0.02,1,1,200,0.039647031862193434
B,0.4,0.02,1,2,200,0.030850841353405108
B,0.4,0.02,2,1,200,0.041566767289575486
B,0.4,0.02,2,2,200,0.04262916638091989
B,0.4,0.02,3,1,200,0.035101438516139755
B,0.4,0.02,3,2,200,0.054801152755940864
B,0.4,0.02,4,1,200,0.04409659074967798
B,0.4,0.02,4,2,200,0.03037793801814712
B,0.4,0.05,0,1,200,0.0336799799115777
B,0.4,0.05,0,2,200,0.02604980298750618
B,0.4,0.05,1,1,200,0.037351535808526626
B,0.4,0.05,1,2,200,0.025621251189137443
B,0.4,0.05,2,1,200,0.0350434992228335
B,0.4,0.05,2,2,200,0.06482552652117374
B,0.4,0.05,3,1,200,0.05121183878695364
B,0.4,0.05,3,2,200,0.051875220718753556
B,0.4,0.05,4,1,200,0.04802533617636829
B,0.4,0.05,4,2,200,0.03411465514029967
B,0.4,0.1,0,1,200,0.03424724154772729
B,0.4,0.1,0,2,200,0.03463768514739849
B,0.4,0.1,1,1,200,0.039654658637604256
B,0.4,0.1,1,2,200,0.030091605614792176
B,0.4,0.1,2,1,200,0.030048700514961994
B,0.4,0.1,2,2,200,0.05810797865041362
B,0.4,0.1,3,1,200,0.03556345523377302
B,0.4,0.1,3,2,200,0.035891238919162384
B,0.4,0.1,4,1,200,0.0517602652829765
B,0.4,0.1,4,2,200,0.03659061422646151
C,0.1,0.0,0,1,200,0.04118685882352163
C,0.1,0.0,0,2,200,0.036554310881357216
C,0.1,0.0,1,1,200,0.019611724095915602
C,0.1,0.0,1,2,200,0.027903557186373884
C,0.1,0.0,2,1,200,0.018434345939685015
C,0.1,0.0,2,2,200,0.027059898918174303
C,0.1,0.0,3,1,200,0.032765215379493784
C,0.1,0.0,3,2,200,0.03343793082033929
C,0.1,0.0,4,1,200,0.025626335395977994
C,0.1,0.0,4,2,200,0.024490979585011417
C,0.1,0.02,0,1,200,0.04510085417849428
C,0.1,0.02,0,2,200,0.03699269205069938
C,0.1,0.02,1,1,200,0.0221326103042899
C,0.1,0.02,1,2,200,0.025960995039016284
C,0.1,0.02,2,1,200,0.021470799662153612
C,0.1,0.02,2,2,200,0.02419628371041655
C,0.1,0.02,3,1,200,0.028748273738699086
C,0.1,0.02,3,2,200,0.035596186271574536
C,0.1,0.02,4,1,200,0.028792848815845422
C,0.1,0.02,4,2,200,0.025362460005862574
C,0.1,0.05,0,1,200,0.03726558723958134
C,0.1,0.05,0,2,200,0.04265840295715496
C,0.1,0.05,1,1,200,0.020706172639670912
C,0.1,0.05,1,2,200,0.03104068619469854
C,0.1,0.05,2,1,200,0.022772415132868606
C,0.1,0.05,2,2,200,0.03868752690904235
C,0.1,0.05,3,1,200,0.03530717795032744
C,0.1,0.05,3,2,200,0.03430350057219159
C,0.1,0.05,4,1,200,0.02433449449103786
C,0.1,0.05,4,2,200,0.02865340599354862
C,0.1,0.1,0,1,200,0.04446563608076473
C,0.1,0.1,0,2,200,0.06053422349969001
C,0.1,0.1,1,1,200,0.02142694737649092
C,0.1,0.1,1,2,200,0.05818904586253218
C,0.1,0.1,2,1,200,0.02414857753849702
C,0.1,0.1,2,2,200,0.06753819073491166
C,0.1,0.1,3,1,200,0.03229136975607147
C,0.1,0.1,3,2,200,0.05977223535448747
C,0.1,0.1,4,1,200,0.02914640890711792
C,0.1,0.1,4,2,200,0.05441625469875352
C,0.2,0.0,0,1,200,0.0430841404377973
C,0.2,0.0,0,2,200,0.037544486349863224
C,0.2,0.0,1,1,200,0.044162109729020786
C,0.2,0.0,1,2,200,0.04540268525135917
C,0.2,0.0,2,1,200,0.03417965126748307
C,0.2,0.0,2,2,200,0.0175031164156185
C,0.2,0.0,3,1,200,0.03640509685442909
C,0.2,0.0,3,2,200,0.03223067112297586
C,0.2,0.0,4,1,200,0.021261304563208613
C,0.2,0.0,4,2,200,0.039681837549824
C,0.2,0.02,0,1,200,0.04599776419334737
C,0.2,0.02,0,2,200,0.038875226010859194
C,0.2,0.02,1,1,200,0.04646272615297298
C,0.2,0.02,1,2,200,0.040034688168882226
C,0.2,0.02,2,1,200,0.04189286462455955
C,0.2,0.02,2,2,200,0.020569843043771154
C,0.2,0.02,3,1,200,0.04456376589470927
C,0.2,0.02,3,2,200,0.034175855027916695
C,0.2,0.02,4,1,200,0.025731810180848264
C,0.2,0.02,4,2,200,0.03854768570949471
C,0.2,0.05,0,1,200,0.03937866079446269
C,0.2,0.05,0,2,200,0.04716498056602166
C,0.2,0.05,1,1,200,0.057131871655482155
C,0.2,0.05,1,2,200,0.04790016537315005
C,0.2,0.05,2,1,200,0.03263382087308748
C,0.2,0.05,2,2,200,0.03271021212444061
C,0.2,0.05,3,1,200,0.040516639663020874
C,0.2,0.05,3,2,200,0.04070804774330326
C,0.2,0.05,4,1,200,0.019294872859363904
C,0.2,0.05,4,2,200,0.03628748648558592
C,0.2,0.1,0,1,200,0.05140774550701226
C,0.2,0.1,0,2,200,0.06454193026262875
C,0.2,0.1,1,1,200,0.04088066925165116
C,0.2,0.1,1,2,200,0.06467827990613308
C,0.2,0.1,2,1,200,0.03034646713499212
C,0.2,0.1,2,2,200,0.05573083019340973
C,0.2,0.1,3,1,200,0.04429013147307155
C,0.2,0.1,3,2,200,0.06823623578352873
C,0.2,0.1,4,1,200,0.023923817920828122
C,0.2,0.1,4,2,200,0.05441191998580172
C,0.4,0.0,0,1,200,0.02868903160108648
C,0.4,0.0,0,2,200,0.04497455570449807
C,0.4,0.0,1,1,200,0.061570081231575154
C,0.4,0.0,1,2,200,0.03037723146140267
C,0.4,0.0,2,1,200,0.03118390223751076
C,0.4,0.0,2,2,200,0.055319031883096254
C,0.4,0.0,3,1,200,0.0406271165931073
C,0.4,0.0,3,2,200,0.051099517242003276
C,0.4,0.0,4,1,200,0.02946336686578656
C,0.4,0.0,4,2,200,0.03729975301134717
C,0.4,0.02,0,1,200,0.033145592887480216
C,0.4,0.02,0,2,200,0.03127462130303036
C,0.4,0.02,1,1,200,0.042911235554736644
C,0.4,0.02,1,2,200,0.032063771892699586
C,0.4,0.02,2,1,200,0.02906926782870486
C,0.4,0.02,2,2,200,0.055080629306570074
C,0.4,0.02,3,1,200,0.054858666361263846
C,0.4,0.02,3,2,200,0.07407613035281009
C,0.4,0.02,4,1,200,0.03532348195500549
C,0.4,0.02,4,2,200,0.04830331027379711
C,0.4,0.05,0,1,200,0.0372634144115349
C,0.4,0.05,0,2,200,0.035102413216196816
C,0.4,0.05,1,1,200,0.05739819278325291
C,0.4,0.05,1,2,200,0.031660334084053166
C,0.4,0.05,2,1,200,0.035196321185850345
C,0.4,0.05,2,2,200,0.05615816526682901
C,0.4,0.05,3,1,200,0.05291328236686621
C,0.4,0.05,3,2,200,0.060738681010338275
C,0.4,0.05,4,1,200,0.02653267664318434
C,0.4,0.05,4,2,200,0.03720442075404195
C,0.4,0.1,0,1,200,0.031242340784128967
C,0.4,0.1,0,2,200,0.052606432416664024
C,0.4,0.1,1,1,200,0.04506450874562167
C,0.4,0.1,1,2,200,0.0534761281485086
C,0.4,0.1,2,1,200,0.03882713809138628
C,0.4,0.1,2,2,200,0.07114616534829843
C,0.4,0.1,3,1,200,0.04991398948390518
C,0.4,0.1,3,2,200,0.06739457553871403
C,0.4,0.1,4,1,200,0.027324619166557124
C,0.4,0.1,4,2,200,0.05520641067579757
D,0.1,0.0,0,1,200,0.020503097962245632
D,0.1,0.0,0,2,200,0.023573779390067263
D,0.1,0.0,1,1,200,0.025115358402348655
D,0.1,0.0,1,2,200,0.021829863767019366
D,0.1,0.0,2,1,200,0.017058772866828453
D,0.1,0.0,2,2,200,0.014555490855476203
D,0.1,0.0,3,1,200,0.028090493955826513
D,0.1,0.0,3,2,200,0.03849631849929854
D,0.1,0.0,4,1,200,0.014159576433471302
D,0.1,0.0,4,2,200,0.023033448283505523
D,0.1,0.02,0,1,200,0.019242662767544595
D,0.1,0.02,0,2,200,0.022776189521244328
D,0.1,0.02,1,1,200,0.02141847440364161
D,0.1,0.02,1,2,200,0.021279364768678203
D,0.1,0.02,2,1,200,0.01870663386024165
D,0.1,0.02,2,2,200,0.015316039056738789
D,0.1,0.02,3,1,200,0.026907236700625947
D,0.1,0.02,3,2,200,0.031132180280025477
D,0.1,0.02,4,1,200,0.014864961706960568
D,0.1,0.02,4,2,200,0.020985476975299566
D,0.1,0.05,0,1,200,0.016625708250224604
D,0.1,0.05,0,2,200,0.030954826939886656
D,0.1,0.05,1,1,200,0.021972936326821096
D,0.1,0.05,1,2,200,0.01710035793422187
D,0.1,0.05,2,1,200,0.01996405588207469
D,0.1,0.05,2,2,200,0.018287506417028553
D,0.1,0.05,3,1,200,0.024829513183788145
D,0.1,0.05,3,2,200,0.038176056132201104
D,0.1,0.05,4,1,200,0.01301744692882467
D,0.1,0.05,4,2,200,0.016836261701198226
D,0.1,0.1,0,1,200,0.019262956076760384
D,0.1,0.1,0,2,200,0.060634576691751436
D,0.1,0.1,1,1,200,0.021589509555056858
D,0.1,0.1,1,2,200,0.04441791148717359
D,0.1,0.1,2,1,200,0.021402999278665926
D,0.1,0.1,2,2,200,0.05064979705637532
D,0.1,0.1,3,1,200,0.027086501924239507
D,0.1,0.1,3,2,200,0.058245571056577176
D,0.1,0.1,4,1,200,0.013504892249220813
D,0.1,0.1,4,2,200,0.04292595754337375
D,0.2,0.0,0,1,200,0.020815379927077722
D,0.2,0.0,0,2,200,0.018369655520154828
D,0.2,0.0,1,1,200,0.025449469498130994
D,0.2,0.0,1,2,200,0.027637981970298528
D,0.2,0.0,2,1,200,0.016455305853341016
D,0.2,0.0,2,2,200,0.03162382961451241
D,0.2,0.0,3,1,200,0.025994921817158942
D,0.2,0.0,3,2,200,0.046750893713863685
D,0.2,0.0,4,1,200,0.01801537441864434
D,0.2,0.0,4,2,200,0.043481003321773876
D,0.2,0.02,0,1,200,0.023609871325760215
D,0.2,0.02,0,2,200,0.02370842719385585
D,0.2,0.02,1,1,200,0.02862007424653221
D,0.2,0.02,1,2,200,0.020147601036249466
D,0.2,0.02,2,1,200,0.0191481214857619
D,0.2,0.02,2,2,200,0.024309890255238387
D,0.2,0.02,3,1,200,0.02474827751744872
D,0.2,0.02,3,2,200,0.04762190439451243
D,0.2,0.02,4,1,200,0.0202284451205187
D,0.2,0.02,4,2,200,0.03249689967617887
D,0.2,0.05,0,1,200,0.022092480131564396
D,0.2,0.05,0,2,200,0.022351827910830468
D,0.2,0.05,1,1,200,0.039876115734266575
D,0.2,0.05,1,2,200,0.024838400472898974
D,0.2,0.05,2,1,200,0.017027541310164748
D,0.2,0.05,2,2,200,0.031131174958432945
D,0.2,0.05,3,1,200,0.02713029223002175
D,0.2,0.05,3,2,200,0.04124684424830826
D,0.2,0.05,4,1,200,0.02462602356859002
D,0.2,0.05,4,2,200,0.03037212660225395
D,0.2,0.1,0,1,200,0.019113794306392096
D,0.2,0.1,0,2,200,0.03964227731649963
D,0.2,0.1,1,1,200,0.032329512038364476
D,0.2,0.1,1,2,200,0.04314856393686396
D,0.2,0.1,2,1,200,0.022535300549223772
D,0.2,0.1,2,2,200,0.05740429988337047
D,0.2,0.1,3,1,200,0.028660754348269594
D,0.2,0.1,3,2,200,0.0577428372635589
D,0.2,0.1,4,1,200,0.019191167980984403
D,0.2,0.1,4,2,200,0.03880357391613056
D,0.4,0.0,0,1,200,0.03525636699369637
D,0.4,0.0,0,2,200,0.02894726631191259
D,0.4,0.0,1,1,200,0.062037821241085186
D,0.4,0.0,1,2,200,0.040782282244617066
D,0.4,0.0,2,1,200,0.03585274651737812
D,0.4,0.0,2,2,200,0.034157761263876076
D,0.4,0.0,3,1,200,0.03368498294670596
D,0.4,0.0,3,2,200,0.03251447695097146
D,0.4,0.0,4,1,200,0.038274236107476975
D,0.4,0.0,4,2,200,0.042846980770971176
D,0.4,0.02,0,1,200,0.028827987804485034
D,0.4,0.02,0,2,200,0.04189940838441915
D,0.4,0.02,1,1,200,0.04952583181590406
D,0.4,0.02,1,2,200,0.026803911664606828
D,0.4,0.02,2,1,200,0.044115079565749137
D,0.4,0.02,2,2,200,0.02954237272252424
D,0.4,0.02,3,1,200,0.03758241039352352
D,0.4,0.02,3,2,200,0.03682647792126741
D,0.4,0.02,4,1,200,0.033206036531567916
D,0.4,0.02,4,2,200,0.028775989232447095
D,0.4,0.05,0,1,200,0.026195438885705174
D,0.4,0.05,0,2,200,0.035609879737082045
D,0.4,0.05,1,1,200,0.049600627120914544
D,0.4,0.05,1,2,200,0.03995333851513265
D,0.4,0.05,2,1,200,0.043628969953202264
D,0.4,0.05,2,2,200,0.036570408833523124
D,0.4,0.05,3,1,200,0.04432391664814239
D,0.4,0.05,3,2,200,0.02965075753477409
D,0.4,0.05,4,1,200,0.0306548834152253
D,0.4,0.05,4,2,200,0.0334557959653181
D,0.4,0.1,0,1,200,0.03246171111010876
D,0.4,0.1,0,2,200,0.06548266487492341
D,0.4,0.1,1,1,200,0.061016334157794685
D,0.4,0.1,1,2,200,0.043717435326755275
D,0.4,0.1,2,1,200,0.04154146077610207
D,0.4,0.1,2,2,200,0.05864771035351921
D,0.4,0.1,3,1,200,0.02996803832372251
D,0.4,0.1,3,2,200,0.04334837686350911
D,0.4,0.1,4,1,200,0.024552603887477365
D,0.4,0.1,4,2,200,0.05172466685539145
E,0.1,0.0,0,1,200,0.29618484959494795
E,0.1,0.0,0,2,200,0.46770766088692584
E,0.1,0.0,1,1,200,0.30202183041162484
E,0.1,0.0,1,2,200,0.4472409534191473
E,0.1,0.0,2,1,200,0.3376660783913834
E,0.1,0.0,2,2,200,0.5322601397051069
E,0.1,0.0,3,1,200,0.29818135728827483
E,0.1,0.0,3,2,200,0.44312835019829844
E,0.1,0.0,4,1,200,0.29150652350878664
E,0.1,0.0,4,2,200,0.4562460200069108
E,0.1,0.02,0,1,200,0.29632934318543347
E,0.1,0.02,0,2,200,0.470435119457735
E,0.1,0.02,1,1,200,0.299370048276228
E,0.1,0.02,1,2,200,0.44958221686561656
E,0.1,0.02,2,1,200,0.337490972853362
E,0.1,0.02,2,2,200,0.534774445021491
E,0.1,0.02,3,1,200,0.296810209244923
E,0.1,0.02,3,2,200,0.44193486922712116
E,0.1,0.02,4,1,200,0.2880428593260424
E,0.1,0.02,4,2,200,0.4590410639691686
E,0.1,0.05,0,1,200,0.2989149725438805
E,0.1,0.05,0,2,200,0.47484277371643663
E,0.1,0.05,1,1,200,0.2976131583906829
E,0.1,0.05,1,2,200,0.45409632704688985
E,0.1,0.05,2,1,200,0.33841473174789516
E,0.1,0.05,2,2,200,0.5295513040826949
E,0.1,0.05,3,1,200,0.2982974261827864
E,0.1,0.05,3,2,200,0.4476592023460479
E,0.1,0.05,4,1,200,0.29202710389303305
E,0.1,0.05,4,2,200,0.4580104814043119
E,0.1,0.1,0,1,200,0.3007386411609893
E,0.1,0.1,0,2,200,0.47620708351152596
E,0.1,0.1,1,1,200,0.29918488261498327
E,0.1,0.1,1,2,200,0.45779064985368884
E,0.1,0.1,2,1,200,0.3385595994755693
E,0.1,0.1,2,2,200,0.5278304618457212
E,0.1,0.1,3,1,200,0.30116324316138554
E,0.1,0.1,3,2,200,0.4536983653285607
E,0.1,0.1,4,1,200,0.29038669263592193
E,0.1,0.1,4,2,200,0.46003513398217033
E,0.2,0.0,0,1,200,0.3009519197986527
E,0.2,0.0,0,2,200,0.4724827146926756
E,0.2,0.0,1,1,200,0.2818692359984613
E,0.2,0.0,1,2,200,0.4391547184525769
E,0.2,0.0,2,1,200,0.2885015765504597
E,0.2,0.0,2,2,200,0.457975554996947
E,0.2,0.0,3,1,200,0.26380822930259556
E,0.2,0.0,3,2,200,0.4084019696878695
E,0.2,0.0,4,1,200,0.29592178107591444
E,0.2,0.0,4,2,200,0.47232119369337744
E,0.2,0.02,0,1,200,0.3007936186617667
E,0.2,0.02,0,2,200,0.47572568123273035
E,0.2,0.02,1,1,200,0.28727504771167073
E,0.2,0.02,1,2,200,0.438323775192626
E,0.2,0.02,2,1,200,0.2894275544412275
E,0.2,0.02,2,2,200,0.45049205325583874
E,0.2,0.02,3,1,200,0.26147854795844483
E,0.2,0.02,3,2,200,0.40672189989894064
E,0.2,0.02,4,1,200,0.3029979895099113
E,0.2,0.02,4,2,200,0.46945532363639303
E,0.2,0.05,0,1,200,0.3069115273490551
E,0.2,0.05,0,2,200,0.48073153977823424
E,0.2,0.05,1,1,200,0.2921956064463867
E,0.2,0.05,1,2,200,0.43820880193950884
E,0.2,0.05,2,1,200,0.2917799931083949
E,0.2,0.05,2,2,200,0.4529852262772508
E,0.2,0.05,3,1,200,0.2635651617399478
E,0.2,0.05,3,2,200,0.4077066646096044
E,0.2,0.05,4,1,200,0.2998404811387996
E,0.2,0.05,4,2,200,0.47152599372390674
E,0.2,0.1,0,1,200,0.30355383509221245
E,0.2,0.1,0,2,200,0.47986285074828594
E,0.2,0.1,1,1,200,0.28544178421750876
E,0.2,0.1,1,2,200,0.44337747222527907
E,0.2,0.1,2,1,200,0.2915531266184002
E,0.2,0.1,2,2,200,0.4558392686478384
E,0.2,0.1,3,1,200,0.26868938143180177
