kind,w,seed,skill,iter,coupling_cost,sinkhorn,w2,killed
flow0,0.1,1,3,0,0.1007736548781395,0.00898178294301033,0.034935479170710895,0.001999974250793457
flow0,0.1,2,1,0,0.10029703378677368,0.005066171288490295,0.028488041772037512,0.0
flow0,0.1,2,2,0,0.03083578497171402,0.004255577456206083,0.01898005393049767,0.5360000133514404
flow0,0.1,2,3,0,0.10063616931438446,0.009232748299837112,0.037064179498424894,0.00999993085861206
flow0,0.1,3,1,0,0.09999223053455353,0.0039249612018466,0.01076532616359675,0.015999972820281982
flow0,0.1,3,2,0,0.030691830441355705,0.004094903357326984,0.021215030376229734,0.5479999780654907
flow0,0.1,3,3,0,0.09992771595716476,0.009865048341453075,0.04490799353760395,0.003999948501586914
flow0,0.1,4,1,0,0.100338876247406,0.0040059383027255535,0.014700057034640926,0.00999993085861206
flow0,0.1,4,2,0,0.03085646592080593,0.004052771721035242,0.016734944803519808,0.5379999876022339
flow0,0.1,4,3,0,0.10045519471168518,0.00976543128490448,0.044151513407140575,0.0059999823570251465
flow0,0.2,0,1,0,0.10550795495510101,0.006259474437683821,0.02967572888221688,0.00999993085861206
flow0,0.2,0,2,0,0.04026520624756813,0.0061412714421749115,0.031185782807689758,0.2359999418258667
flow0,0.2,0,3,0,0.10551955550909042,0.008969628252089024,0.0342210755020042,0.003999948501586914
flow0,0.2,1,1,0,0.10514228045940399,0.005823164246976376,0.014955372276141908,0.007999956607818604
flow0,0.2,1,2,0,0.04028946906328201,0.007255028001964092,0.04282736480334533,0.2459999918937683
flow0,0.2,1,3,0,0.10555942356586456,0.008346930146217346,0.025240990871490142,0.0
flow0,0.2,2,1,0,0.10503263771533966,0.006455728784203529,0.027765086871904047,0.0
flow0,0.2,2,2,0,0.040220197290182114,0.00613953173160553,0.024893941195403214,0.2979999780654907
flow0,0.2,2,3,0,0.1054123044013977,0.008530257269740105,0.025869345048773296,0.0059999823570251465
flow0,0.2,3,1,0,0.10490620136260986,0.006116910837590694,0.02571455921800728,0.01399993896484375
flow0,0.2,3,2,0,0.04007037729024887,0.006229918450117111,0.031938232950586606,0.309999942779541
flow0,0.2,3,3,0,0.10466496646404266,0.009249748662114143,0.037467114519030294,0.001999974250793457
flow0,0.2,4,1,0,0.10511038452386856,0.005971078295260668,0.022546747790731812,0.007999956607818604
flow0,0.2,4,2,0,0.04025791585445404,0.005722715985029936,0.018581675842658633,0.26399993896484375
flow0,0.2,4,3,0,0.10527413338422775,0.010267887264490128,0.04938138341050937,0.0
flow0,0.4,0,1,0,0.12448366731405258,0.006941584870219231,0.030915502053819578,0.007999956607818604
flow0,0.4,0,2,0,0.0785139873623848,0.008366012945771217,0.04903399890246916,0.15999996662139893
flow0,0.4,0,3,0,0.1241958811879158,0.009150873869657516,0.03739105339634402,0.001999974250793457
flow0,0.4,1,1,0,0.12432128936052322,0.00655790138989687,0.017827090849449098,0.001999974250793457
flow0,0.4,1,2,0,0.07789690792560577,0.008583437651395798,0.04895581547989779,0.13399994373321533
flow0,0.4,1,3,0,0.12421633303165436,0.008445242419838905,0.026133193192184438,0.001999974250793457
flow0,0.4,2,1,0,0.12365566194057465,0.00743547547608614,0.0338927468392877,0.0
flow0,0.4,2,2,0,0.07719577103853226,0.007456853985786438,0.03440100580221717,0.1579999327659607
flow0,0.4,2,3,0,0.12446938455104828,0.008940977975726128,0.034056531370417656,0.003999948501586914
flow0,0.4,3,1,0,0.12399018555879593,0.006800088565796614,0.027120036223868892,0.003999948501586914
flow0,0.4,3,2,0,0.07638111710548401,0.007557098753750324,0.041097336556952926,0.19399994611740112
flow0,0.4,3,3,0,0.12337024509906769,0.009162485599517822,0.035631587347066444,0.001999974250793457
flow0,0.4,4,1,0,0.1238173395395279,0.007250994443893433,0.030464922315058377,0.007999956607818604
flow0,0.4,4,2,0,0.07681304961442947,0.006962482817471027,0.028387273759821655,0.14399993419647217
flow0,0.4,4,3,0,0.1238410621881485,0.009843113832175732,0.04528441568306112,0.001999974250793457
