condition,w,sigma_d,seed,episode,success,collision,effort,length
A0.1,0.1,0.05,3,87,0,1,0.03815186396241188,64
A0.1,0.1,0.05,3,88,0,1,0.016057319939136505,37
A0.1,0.1,0.05,3,89,0,1,0.021770989522337914,42
A0.1,0.1,0.05,3,90,0,1,0.32259851694107056,111
A0.1,0.1,0.05,3,91,0,1,0.46444833278656006,123
A0.1,0.1,0.05,3,92,0,1,0.35222023725509644,159
A0.1,0.1,0.05,3,93,0,1,0.1839778572320938,107
A0.1,0.1,0.05,3,94,0,1,0.29647189378738403,164
A0.1,0.1,0.05,3,95,0,1,0.26176124811172485,159
A0.1,0.1,0.05,3,96,0,1,0.09174931049346924,61
A0.1,0.1,0.05,3,97,0,1,0.10659252107143402,64
A0.1,0.1,0.05,3,98,0,1,0.5846254229545593,151
A0.1,0.1,0.05,3,99,0,1,0.08765215426683426,74
A0.1,0.1,0.05,3,100,0,1,0.9071294069290161,182
A0.1,0.1,0.05,3,101,0,1,0.05462099239230156,66
A0.1,0.1,0.05,3,102,0,1,0.4400064945220947,179
A0.1,0.1,0.05,3,103,0,1,0.08676698803901672,52
A0.1,0.1,0.05,3,104,0,1,0.27134573459625244,126
A0.1,0.1,0.05,3,105,0,1,0.04341781511902809,43
A0.1,0.1,0.05,3,106,0,1,0.26533859968185425,133
A0.1,0.1,0.05,3,107,0,1,0.4229103922843933,131
A0.1,0.1,0.05,3,108,0,1,0.021734656766057014,47
A0.1,0.1,0.05,3,109,0,1,0.3173184394836426,109
A0.1,0.1,0.05,3,110,0,1,0.3131566047668457,142
A0.1,0.1,0.05,3,111,0,1,0.1202632263302803,71
A0.1,0.1,0.05,3,112,0,1,0.296975314617157,135
A0.1,0.1,0.05,3,113,0,1,0.1764586716890335,91
A0.1,0.1,0.05,3,114,0,1,0.7701168060302734,200
A0.1,0.1,0.05,3,115,0,1,0.5806626081466675,101
A0.1,0.1,0.05,3,116,0,1,0.027399059385061264,55
A0.1,0.1,0.05,3,117,0,1,0.4542708992958069,134
A0.1,0.1,0.05,3,118,1,0,1.0950034856796265,300
A0.1,0.1,0.05,3,119,0,1,0.05618312209844589,69
A0.1,0.1,0.05,3,120,0,1,0.32716941833496094,129
A0.1,0.1,0.05,3,121,0,1,0.7228502631187439,110
A0.1,0.1,0.05,3,122,0,1,0.40122097730636597,137
A0.1,0.1,0.05,3,123,0,1,0.625984251499176,234
A0.1,0.1,0.05,3,124,0,1,0.3113389015197754,128
A0.1,0.1,0.05,3,125,0,1,0.003751520300284028,21
A0.1,0.1,0.05,3,126,0,1,0.6662947535514832,183
A0.1,0.1,0.05,3,127,0,1,0.1108318418264389,75
A0.1,0.1,0.05,3,128,0,1,0.7102689146995544,172
A0.1,0.1,0.05,3,129,0,1,0.548194169998169,109
A0.1,0.1,0.05,3,130,0,1,0.5989024043083191,167
A0.1,0.1,0.05,3,131,0,1,0.3552912473678589,91
A0.1,0.1,0.05,3,132,0,1,0.6014528274536133,152
A0.1,0.1,0.05,3,133,0,1,0.11512985825538635,72
A0.1,0.1,0.05,3,134,0,1,0.4022436738014221,181
A0.1,0.1,0.05,3,135,0,1,0.16304291784763336,93
A0.1,0.1,0.05,3,136,0,1,0.3914313018321991,103
A0.1,0.1,0.05,3,137,0,1,0.3410479724407196,89
A0.1,0.1,0.05,3,138,0,1,0.4212699830532074,111
A0.1,0.1,0.05,3,139,0,1,0.47490552067756653,145
A0.1,0.1,0.05,3,140,0,1,0.6859522461891174,111
A0.1,0.1,0.05,3,141,0,1,0.4973691701889038,150
A0.1,0.1,0.05,3,142,0,1,0.19790658354759216,87
A0.1,0.1,0.05,3,143,0,1,0.02179173193871975,20
A0.1,0.1,0.05,3,144,0,1,0.20154120028018951,71
A0.1,0.1,0.05,3,145,0,1,0.0049059586599469185,18
A0.1,0.1,0.05,3,146,0,1,0.21149758994579315,132
A0.1,0.1,0.05,3,147,0,1,0.058198876678943634,50
A0.1,0.1,0.05,3,148,0,1,0.05661682039499283,67
A0.1,0.1,0.05,3,149,0,1,0.3882276713848114,106
A0.1,0.1,0.05,3,150,0,1,0.2954421043395996,113
A0.1,0.1,0.05,3,151,0,1,0.49745362997055054,185
A0.1,0.1,0.05,3,152,0,1,0.05184848979115486,47
A0.1,0.1,0.05,3,153,0,1,0.20636533200740814,140
A0.1,0.1,0.05,3,154,0,1,0.03086487576365471,58
A0.1,0.1,0.05,3,155,0,1,0.7085766792297363,132
A0.1,0.1,0.05,3,156,0,1,0.2919866144657135,88
A0.1,0.1,0.05,3,157,0,1,0.023738864809274673,47
A0.1,0.1,0.05,3,158,1,0,1.0587522983551025,300
A0.1,0.1,0.05,3,159,0,1,0.07430092990398407,73
A0.1,0.1,0.05,3,160,0,1,0.29967737197875977,117
A0.1,0.1,0.05,3,161,0,1,0.32186880707740784,113
A0.1,0.1,0.05,3,162,1,0,1.1285970211029053,300
A0.1,0.1,0.05,3,163,0,1,0.14304512739181519,114
A0.1,0.1,0.05,3,164,0,1,0.9452123045921326,183
A0.1,0.1,0.05,3,165,0,1,0.38414183259010315,98
A0.1,0.1,0.05,3,166,0,1,0.16275115311145782,84
A0.1,0.1,0.05,3,167,0,1,0.2988415062427521,141
A0.1,0.1,0.05,3,168,0,1,0.2836683988571167,72
A0.1,0.1,0.05,3,169,0,1,0.47333452105522156,128
A0.1,0.1,0.05,3,170,0,1,0.3096901476383209,145
A0.1,0.1,0.05,3,171,0,1,0.3460671305656433,144
A0.1,0.1,0.05,3,172,0,1,0.4341723620891571,150
A0.1,0.1,0.05,3,173,1,0,0.6020716428756714,300
A0.1,0.1,0.05,3,174,0,1,0.6762550473213196,168
A0.1,0.1,0.05,3,175,0,1,0.009997159242630005,27
A0.1,0.1,0.05,3,176,0,1,0.15565872192382812,73
A0.1,0.1,0.05,3,177,0,1,0.263507604598999,114
A0.1,0.1,0.05,3,178,1,0,1.1286259889602661,300
A0.1,0.1,0.05,3,179,0,1,0.3517983853816986,103
A0.1,0.1,0.05,3,180,0,1,0.27141037583351135,87
A0.1,0.1,0.05,3,181,0,1,0.059328146278858185,51
A0.1,0.1,0.05,3,182,0,1,0.03859258070588112,80
A0.1,0.1,0.05,3,183,0,1,0.16124242544174194,89
A0.1,0.1,0.05,3,184,0,1,0.002819806570187211,14
A0.1,0.1,0.05,3,185,0,1,0.3217184841632843,82
A0.1,0.1,0.05,3,186,0,1,0.22558550536632538,87
A0.1,0.1,0.05,3,187,0,1,0.03365826606750488,63
A0.1,0.1,0.05,3,188,0,1,0.06151953712105751,60
A0.1,0.1,0.05,3,189,0,1,0.42941829562187195,139
A0.1,0.1,0.05,3,190,0,1,0.37056636810302734,138
A0.1,0.1,0.05,3,191,0,1,0.3527222275733948,98
A0.1,0.1,0.05,3,192,0,1,0.00971883162856102,26
A0.1,0.1,0.05,3,193,0,1,0.748887300491333,180
A0.1,0.1,0.05,3,194,0,1,0.46066370606422424,131
A0.1,0.1,0.05,3,195,0,1,0.7948564291000366,125
A0.1,0.1,0.05,3,196,0,1,0.481984943151474,112
A0.1,0.1,0.05,3,197,0,1,0.5338094830513,140
A0.1,0.1,0.05,3,198,0,1,0.35141271352767944,119
A0.1,0.1,0.05,3,199,0,1,0.10509955883026123,72
A0.1,0.1,0.05,4,0,0,1,0.06703460216522217,88
A0.1,0.1,0.05,4,1,0,1,0.013850984163582325,38
A0.1,0.1,0.05,4,2,0,1,0.13184046745300293,96
A0.1,0.1,0.05,4,3,0,1,0.6326165795326233,104
A0.1,0.1,0.05,4,4,0,1,0.03099878691136837,39
A0.1,0.1,0.05,4,5,0,1,0.2539554238319397,101
A0.1,0.1,0.05,4,6,0,1,0.21764494478702545,103
A0.1,0.1,0.05,4,7,0,1,0.4414132237434387,135
A0.1,0.1,0.05,4,8,0,1,0.21122024953365326,147
A0.1,0.1,0.05,4,9,0,1,0.03712053596973419,34
A0.1,0.1,0.05,4,10,0,1,1.090742588043213,181
A0.1,0.1,0.05,4,11,0,1,0.1358942985534668,75
A0.1,0.1,0.05,4,12,0,1,0.469043105840683,133
A0.1,0.1,0.05,4,13,0,1,0.08214475214481354,69
A0.1,0.1,0.05,4,14,0,1,0.02234652079641819,44
A0.1,0.1,0.05,4,15,0,1,0.5326200723648071,153
A0.1,0.1,0.05,4,16,0,1,0.046091921627521515,74
A0.1,0.1,0.05,4,17,0,1,0.3256300389766693,107
A0.1,0.1,0.05,4,18,0,1,0.04189591109752655,69
A0.1,0.1,0.05,4,19,0,1,0.0025242106057703495,13
A0.1,0.1,0.05,4,20,0,1,0.2787827253341675,126
A0.1,0.1,0.05,4,21,0,1,0.019071340560913086,59
A0.1,0.1,0.05,4,22,0,1,0.020870491862297058,37
A0.1,0.1,0.05,4,23,0,1,0.028987497091293335,58
A0.1,0.1,0.05,4,24,0,1,0.009121713228523731,22
A0.1,0.1,0.05,4,25,0,0,0.9399584531784058,300
A0.1,0.1,0.05,4,26,0,1,1.1867258548736572,195
A0.1,0.1,0.05,4,27,0,1,0.9641642570495605,194
A0.1,0.1,0.05,4,28,0,1,0.36707183718681335,86
A0.1,0.1,0.05,4,29,0,1,0.22989560663700104,130
A0.1,0.1,0.05,4,30,0,1,0.40276867151260376,152
A0.1,0.1,0.05,4,31,0,1,0.06448426842689514,44
A0.1,0.1,0.05,4,32,0,1,0.22021926939487457,87
A0.1,0.1,0.05,4,33,0,1,0.1032959595322609,95
A0.1,0.1,0.05,4,34,0,1,0.022134654223918915,54
A0.1,0.1,0.05,4,35,0,1,0.6139442324638367,179
A0.1,0.1,0.05,4,36,0,1,0.08367152512073517,68
A0.1,0.1,0.05,4,37,0,1,0.34531277418136597,72
A0.1,0.1,0.05,4,38,0,1,0.34067389369010925,143
A0.1,0.1,0.05,4,39,0,1,0.8199102878570557,186
A0.1,0.1,0.05,4,40,0,1,0.6322672963142395,117
A0.1,0.1,0.05,4,41,0,1,0.7693824172019958,199
A0.1,0.1,0.05,4,42,0,1,0.45918431878089905,232
A0.1,0.1,0.05,4,43,0,1,0.08211112022399902,69
A0.1,0.1,0.05,4,44,0,1,0.17574122548103333,82
A0.1,0.1,0.05,4,45,0,1,0.19117805361747742,102
A0.1,0.1,0.05,4,46,0,1,0.6674723029136658,266
A0.1,0.1,0.05,4,47,0,1,0.06448446214199066,57
A0.1,0.1,0.05,4,48,1,0,1.062686800956726,300
A0.1,0.1,0.05,4,49,0,1,0.5256680846214294,163
A0.1,0.1,0.05,4,50,0,1,0.44848668575286865,138
A0.1,0.1,0.05,4,51,0,1,0.08554530888795853,79
A0.1,0.1,0.05,4,52,0,1,0.06609121710062027,79
A0.1,0.1,0.05,4,53,0,1,0.5735110640525818,145
A0.1,0.1,0.05,4,54,0,1,0.03977508842945099,45
A0.1,0.1,0.05,4,55,0,1,0.3025364279747009,105
A0.1,0.1,0.05,4,56,0,1,0.07787556946277618,66
A0.1,0.1,0.05,4,57,0,1,0.7795301079750061,174
A0.1,0.1,0.05,4,58,0,1,0.009321514517068863,10
A0.1,0.1,0.05,4,59,0,1,0.3876376748085022,104
A0.1,0.1,0.05,4,60,0,1,0.0574418306350708,59
A0.1,0.1,0.05,4,61,0,1,0.4913640022277832,153
A0.1,0.1,0.05,4,62,0,1,0.643194854259491,118
A0.1,0.1,0.05,4,63,0,1,0.07138652354478836,62
A0.1,0.1,0.05,4,64,0,1,0.4451020658016205,197
A0.1,0.1,0.05,4,65,0,1,0.5561271905899048,194
A0.1,0.1,0.05,4,66,0,1,1.1701010465621948,234
A0.1,0.1,0.05,4,67,0,1,0.19014519453048706,102
A0.1,0.1,0.05,4,68,0,1,0.017771229147911072,58
A0.1,0.1,0.05,4,69,0,1,0.6248497366905212,183
A0.1,0.1,0.05,4,70,0,1,0.20281358063220978,129
A0.1,0.1,0.05,4,71,0,1,0.43570610880851746,122
A0.1,0.1,0.05,4,72,0,1,0.43920284509658813,146
A0.1,0.1,0.05,4,73,0,1,0.0788285881280899,88
A0.1,0.1,0.05,4,74,0,1,0.01178013626486063,32
A0.1,0.1,0.05,4,75,0,1,0.023325536400079727,36
A0.1,0.1,0.05,4,76,0,1,0.40439602732658386,99
A0.1,0.1,0.05,4,77,0,1,0.042699042707681656,58
A0.1,0.1,0.05,4,78,0,1,0.4239632785320282,104
A0.1,0.1,0.05,4,79,0,1,0.0763152688741684,69
A0.1,0.1,0.05,4,80,0,1,0.31176576018333435,95
A0.1,0.1,0.05,4,81,0,1,0.003010770305991173,18
A0.1,0.1,0.05,4,82,0,1,0.33781200647354126,113
A0.1,0.1,0.05,4,83,0,1,0.07743731886148453,48
A0.1,0.1,0.05,4,84,0,1,0.16430871188640594,79
A0.1,0.1,0.05,4,85,0,1,0.27472320199012756,104
A0.1,0.1,0.05,4,86,0,1,0.06146720424294472,55
A0.1,0.1,0.05,4,87,0,1,0.3754529654979706,140
A0.1,0.1,0.05,4,88,0,1,0.30455267429351807,87
A0.1,0.1,0.05,4,89,0,1,0.028599822893738747,38
A0.1,0.1,0.05,4,90,0,1,0.3595148026943207,107
A0.1,0.1,0.05,4,91,0,1,0.5350029468536377,157
A0.1,0.1,0.05,4,92,0,1,0.43584153056144714,125
A0.1,0.1,0.05,4,93,0,1,0.5592809319496155,137
A0.1,0.1,0.05,4,94,1,0,1.19326913356781,300
A0.1,0.1,0.05,4,95,0,1,0.4530872702598572,124
A0.1,0.1,0.05,4,96,0,1,0.8170447945594788,133
A0.1,0.1,0.05,4,97,0,1,0.3548870086669922,101
A0.1,0.1,0.05,4,98,0,1,0.3196951448917389,107
A0.1,0.1,0.05,4,99,0,1,0.07141554355621338,75
A0.1,0.1,0.05,4,100,0,1,0.3212302327156067,134
A0.1,0.1,0.05,4,101,0,1,0.013378501869738102,36
A0.1,0.1,0.05,4,102,0,1,0.2629694640636444,104
A0.1,0.1,0.05,4,103,0,1,0.060664866119623184,59
A0.1,0.1,0.05,4,104,0,1,0.10575670748949051,67
A0.1,0.1,0.05,4,105,0,1,0.5020098090171814,172
A0.1,0.1,0.05,4,106,0,1,0.6210266351699829,127
A0.1,0.1,0.05,4,107,0,1,0.07218291610479355,49
A0.1,0.1,0.05,4,108,0,1,0.3835342824459076,147
A0.1,0.1,0.05,4,109,0,1,0.5075993537902832,105
A0.1,0.1,0.05,4,110,0,1,0.07852503657341003,33
A0.1,0.1,0.05,4,111,0,1,0.39112839102745056,115
A0.1,0.1,0.05,4,112,0,1,0.6798052787780762,123
A0.1,0.1,0.05,4,113,0,1,0.3419327139854431,103
A0.1,0.1,0.05,4,114,0,1,0.0066625578328967094,29
A0.1,0.1,0.05,4,115,0,1,0.04047567769885063,35
A0.1,0.1,0.05,4,116,0,1,0.6196358799934387,106
A0.1,0.1,0.05,4,117,0,1,0.14596177637577057,90
A0.1,0.1,0.05,4,118,0,1,0.681787371635437,168
A0.1,0.1,0.05,4,119,0,1,0.4269704520702362,96
A0.1,0.1,0.05,4,120,0,1,0.03935077041387558,57
A0.1,0.1,0.05,4,121,0,1,0.06050805374979973,36
A0.1,0.1,0.05,4,122,0,1,0.36050981283187866,129
A0.1,0.1,0.05,4,123,0,1,0.46681585907936096,109
A0.1,0.1,0.05,4,124,0,1,0.429289311170578,179
A0.1,0.1,0.05,4,125,0,1,0.024712055921554565,46
A0.1,0.1,0.05,4,126,0,1,0.17295898497104645,114
A0.1,0.1,0.05,4,127,0,1,0.01793852634727955,31
A0.1,0.1,0.05,4,128,0,1,0.550496518611908,132
A0.1,0.1,0.05,4,129,0,1,0.9355289340019226,166
A0.1,0.1,0.05,4,130,0,1,0.018160736188292503,40
A0.1,0.1,0.05,4,131,0,1,0.054699186235666275,44
A0.1,0.1,0.05,4,132,0,1,0.25067493319511414,98
A0.1,0.1,0.05,4,133,0,1,0.02133253589272499,42
A0.1,0.1,0.05,4,134,0,1,0.19420364499092102,77
A0.1,0.1,0.05,4,135,0,1,0.07278446853160858,77
A0.1,0.1,0.05,4,136,0,1,0.08632621169090271,87
A0.1,0.1,0.05,4,137,0,1,0.07931056618690491,75
A0.1,0.1,0.05,4,138,0,1,0.08735624700784683,64
A0.1,0.1,0.05,4,139,0,1,0.016907263547182083,67
A0.1,0.1,0.05,4,140,0,1,0.1559276133775711,68
A0.1,0.1,0.05,4,141,0,1,0.11452136188745499,68
A0.1,0.1,0.05,4,142,0,1,0.6083880662918091,108
A0.1,0.1,0.05,4,143,0,1,0.02722305618226528,41
A0.1,0.1,0.05,4,144,0,1,0.14362892508506775,101
A0.1,0.1,0.05,4,145,0,1,0.3662565052509308,114
A0.1,0.1,0.05,4,146,0,1,0.2670045793056488,127
A0.1,0.1,0.05,4,147,0,1,0.17045558989048004,117
A0.1,0.1,0.05,4,148,0,1,0.6225801706314087,174
A0.1,0.1,0.05,4,149,0,1,0.47094306349754333,117
A0.1,0.1,0.05,4,150,0,1,0.21513226628303528,104
A0.1,0.1,0.05,4,151,0,1,0.7438033819198608,205
A0.1,0.1,0.05,4,152,0,1,0.3957086205482483,131
A0.1,0.1,0.05,4,153,0,1,0.031566817313432693,61
A0.1,0.1,0.05,4,154,0,1,0.18250881135463715,91
A0.1,0.1,0.05,4,155,0,1,0.34201258420944214,108
A0.1,0.1,0.05,4,156,0,1,0.1212075874209404,52
A0.1,0.1,0.05,4,157,0,1,0.6445249915122986,180
A0.1,0.1,0.05,4,158,0,1,0.13262157142162323,101
A0.1,0.1,0.05,4,159,0,1,0.7895258665084839,173
A0.1,0.1,0.05,4,160,0,1,0.21100091934204102,135
A0.1,0.1,0.05,4,161,0,1,0.49928170442581177,124
A0.1,0.1,0.05,4,162,0,1,0.49431097507476807,184
A0.1,0.1,0.05,4,163,0,1,0.26412174105644226,129
A0.1,0.1,0.05,4,164,0,1,0.42617785930633545,201
A0.1,0.1,0.05,4,165,0,1,0.02575589530169964,36
A0.1,0.1,0.05,4,166,0,1,0.02078300528228283,31
A0.1,0.1,0.05,4,167,0,1,0.04516218602657318,55
A0.1,0.1,0.05,4,168,0,1,0.49365943670272827,143
A0.1,0.1,0.05,4,169,0,1,0.3823515772819519,101
A0.1,0.1,0.05,4,170,0,1,0.40567079186439514,103
A0.1,0.1,0.05,4,171,0,1,0.027678849175572395,51
A0.1,0.1,0.05,4,172,0,1,0.4419674873352051,113
A0.1,0.1,0.05,4,173,0,1,0.452457994222641,103
A0.1,0.1,0.05,4,174,0,1,0.05021525174379349,45
A0.1,0.1,0.05,4,175,0,1,0.1724259853363037,87
A0.1,0.1,0.05,4,176,0,1,0.3641476631164551,103
A0.1,0.1,0.05,4,177,0,1,0.493914932012558,155
A0.1,0.1,0.05,4,178,0,1,0.0666145384311676,57
A0.1,0.1,0.05,4,179,0,1,0.7903907299041748,216
A0.1,0.1,0.05,4,180,0,1,0.07026143372058868,54
A0.1,0.1,0.05,4,181,0,1,0.17641425132751465,103
A0.1,0.1,0.05,4,182,0,1,0.05414016172289848,50
A0.1,0.1,0.05,4,183,0,1,0.6543440818786621,182
A0.1,0.1,0.05,4,184,0,1,0.4200197458267212,117
A0.1,0.1,0.05,4,185,0,1,0.021152717992663383,42
A0.1,0.1,0.05,4,186,0,1,0.07149588316679001,65
A0.1,0.1,0.05,4,187,0,1,0.035271625965833664,54
A0.1,0.1,0.05,4,188,0,1,0.23969976603984833,122
A0.1,0.1,0.05,4,189,0,1,1.0721625089645386,183
A0.1,0.1,0.05,4,190,0,1,1.2875001430511475,226
A0.1,0.1,0.05,4,191,0,1,0.7076826095581055,180
A0.1,0.1,0.05,4,192,0,1,0.0534159280359745,67
A0.1,0.1,0.05,4,193,0,1,0.053532153367996216,62
A0.1,0.1,0.05,4,194,0,1,0.21675091981887817,106
A0.1,0.1,0.05,4,195,0,1,0.2899967432022095,110
A0.1,0.1,0.05,4,196,0,1,0.39196255803108215,106
A0.1,0.1,0.05,4,197,0,1,0.33220773935317993,108
A0.1,0.1,0.05,4,198,0,1,0.04561590403318405,81
A0.1,0.1,0.05,4,199,0,1,0.42084771394729614,109
A0.1,0.1,0.1,0,0,0,1,0.35826951265335083,105
A0.1,0.1,0.1,0,1,0,1,0.8079860806465149,194
A0.1,0.1,0.1,0,2,0,1,0.014551570639014244,27
A0.1,0.1,0.1,0,3,0,1,0.8527964353561401,183
A0.1,0.1,0.1,0,4,0,1,0.6148541569709778,144
A0.1,0.1,0.1,0,5,0,1,0.5809415578842163,132
A0.1,0.1,0.1,0,6,0,1,0.013538689352571964,47
A0.1,0.1,0.1,0,7,0,1,0.8168861269950867,228
A0.1,0.1,0.1,0,8,0,1,0.14096170663833618,70
A0.1,0.1,0.1,0,9,0,1,0.26647526025772095,86
A0.1,0.1,0.1,0,10,0,1,0.1940629929304123,124
A0.1,0.1,0.1,0,11,0,1,0.4219118356704712,108
A0.1,0.1,0.1,0,12,0,1,0.062244027853012085,38
A0.1,0.1,0.1,0,13,0,1,0.5749896764755249,123
A0.1,0.1,0.1,0,14,0,1,0.4343191981315613,114
A0.1,0.1,0.1,0,15,0,1,0.024812765419483185,40
A0.1,0.1,0.1,0,16,0,1,0.2889561951160431,151
A0.1,0.1,0.1,0,17,0,1,0.5712361335754395,102
A0.1,0.1,0.1,0,18,0,1,0.20301435887813568,123
A0.1,0.1,0.1,0,19,0,1,0.04219576343894005,58
A0.1,0.1,0.1,0,20,0,1,0.01752869412302971,26
A0.1,0.1,0.1,0,21,0,1,1.1475541591644287,232
A0.1,0.1,0.1,0,22,0,1,0.19968968629837036,98
A0.1,0.1,0.1,0,23,0,1,0.16619880497455597,106
A0.1,0.1,0.1,0,24,0,1,0.023768940940499306,64
A0.1,0.1,0.1,0,25,0,1,0.022292213514447212,30
A0.1,0.1,0.1,0,26,0,1,0.030041854828596115,21
A0.1,0.1,0.1,0,27,0,1,0.007371532265096903,25
A0.1,0.1,0.1,0,28,0,1,0.04955402761697769,67
A0.1,0.1,0.1,0,29,0,1,0.07096727937459946,75
A0.1,0.1,0.1,0,30,0,1,0.004377390723675489,26
A0.1,0.1,0.1,0,31,0,1,0.05465831980109215,73
A0.1,0.1,0.1,0,32,0,1,0.8817301392555237,183
A0.1,0.1,0.1,0,33,0,1,0.26880455017089844,101
A0.1,0.1,0.1,0,34,0,1,0.7617384195327759,155
A0.1,0.1,0.1,0,35,0,1,1.1747647523880005,195
A0.1,0.1,0.1,0,36,0,1,0.47415974736213684,130
A0.1,0.1,0.1,0,37,0,1,0.17480534315109253,86
A0.1,0.1,0.1,0,38,0,1,0.04650579392910004,62
A0.1,0.1,0.1,0,39,0,1,0.3297846019268036,129
A0.1,0.1,0.1,0,40,0,1,1.254193663597107,217
A0.1,0.1,0.1,0,41,0,1,1.425977110862732,236
A0.1,0.1,0.1,0,42,0,1,0.13647201657295227,88
A0.1,0.1,0.1,0,43,0,1,0.37197524309158325,127
A0.1,0.1,0.1,0,44,0,1,0.1841806322336197,87
A0.1,0.1,0.1,0,45,0,1,0.1687176674604416,76
A0.1,0.1,0.1,0,46,0,1,0.4475908875465393,171
A0.1,0.1,0.1,0,47,0,1,0.036957986652851105,49
A0.1,0.1,0.1,0,48,0,1,0.25978347659111023,87
A0.1,0.1,0.1,0,49,0,1,0.09388356655836105,50
A0.1,0.1,0.1,0,50,0,1,0.014427769929170609,24
A0.1,0.1,0.1,0,51,0,1,0.2637162506580353,82
A0.1,0.1,0.1,0,52,0,1,0.09863445162773132,78
A0.1,0.1,0.1,0,53,0,1,0.13841216266155243,71
A0.1,0.1,0.1,0,54,0,1,0.01711185649037361,38
A0.1,0.1,0.1,0,55,0,1,0.3324394226074219,98
A0.1,0.1,0.1,0,56,0,1,0.014785616658627987,45
A0.1,0.1,0.1,0,57,1,0,0.8802089095115662,300
A0.1,0.1,0.1,0,58,0,1,0.9080725312232971,182
A0.1,0.1,0.1,0,59,0,1,0.010203617624938488,19
A0.1,0.1,0.1,0,60,0,1,0.409411758184433,87
A0.1,0.1,0.1,0,61,0,1,0.7545448541641235,111
A0.1,0.1,0.1,0,62,0,1,0.3773026168346405,110
A0.1,0.1,0.1,0,63,0,1,0.0021662528160959482,10
A0.1,0.1,0.1,0,64,0,1,1.0494141578674316,220
A0.1,0.1,0.1,0,65,0,0,0.9359866380691528,300
A0.1,0.1,0.1,0,66,0,1,0.4242161512374878,179
A0.1,0.1,0.1,0,67,0,1,0.03362039849162102,58
A0.1,0.1,0.1,0,68,0,1,0.11905254423618317,76
A0.1,0.1,0.1,0,69,0,1,0.5655299425125122,109
A0.1,0.1,0.1,0,70,0,1,0.5975833535194397,178
A0.1,0.1,0.1,0,71,0,1,0.3310946822166443,102
A0.1,0.1,0.1,0,72,0,1,0.5362551808357239,102
A0.1,0.1,0.1,0,73,0,1,0.32732126116752625,158
A0.1,0.1,0.1,0,74,0,1,0.11004511266946793,75
A0.1,0.1,0.1,0,75,0,1,0.3674909472465515,122
A0.1,0.1,0.1,0,76,0,1,0.06024520844221115,46
A0.1,0.1,0.1,0,77,0,1,0.5219536423683167,158
A0.1,0.1,0.1,0,78,0,1,0.7294315099716187,196
A0.1,0.1,0.1,0,79,0,1,0.5601399540901184,156
A0.1,0.1,0.1,0,80,0,1,0.679894208908081,165
A0.1,0.1,0.1,0,81,0,1,0.07355305552482605,38
A0.1,0.1,0.1,0,82,0,1,0.7062323689460754,174
A0.1,0.1,0.1,0,83,0,1,0.3801054060459137,122
A0.1,0.1,0.1,0,84,0,1,0.1300773173570633,101
A0.1,0.1,0.1,0,85,0,1,0.5366297364234924,171
A0.1,0.1,0.1,0,86,0,1,0.2726103365421295,111
A0.1,0.1,0.1,0,87,0,1,0.15235260128974915,91
A0.1,0.1,0.1,0,88,0,1,0.03200192749500275,62
A0.1,0.1,0.1,0,89,0,1,0.09122855961322784,73
A0.1,0.1,0.1,0,90,0,1,0.44130778312683105,166
A0.1,0.1,0.1,0,91,0,1,0.07287824898958206,66
A0.1,0.1,0.1,0,92,0,1,0.21889017522335052,91
A0.1,0.1,0.1,0,93,0,1,0.3180218040943146,101
A0.1,0.1,0.1,0,94,0,1,0.0823926106095314,52
A0.1,0.1,0.1,0,95,0,1,0.08045412600040436,70
A0.1,0.1,0.1,0,96,0,1,0.43509069085121155,147
A0.1,0.1,0.1,0,97,0,1,0.289045125246048,100
A0.1,0.1,0.1,0,98,0,1,0.531711995601654,137
A0.1,0.1,0.1,0,99,0,1,0.23696450889110565,101
A0.1,0.1,0.1,0,100,0,1,0.02892468310892582,49
A0.1,0.1,0.1,0,101,0,1,0.011428875848650932,35
A0.1,0.1,0.1,0,102,0,1,0.07237105071544647,51
A0.1,0.1,0.1,0,103,0,1,0.2240547090768814,73
A0.1,0.1,0.1,0,104,0,1,0.2500322759151459,91
A0.1,0.1,0.1,0,105,0,1,0.09202252328395844,45
A0.1,0.1,0.1,0,106,0,0,0.8341338634490967,300
A0.1,0.1,0.1,0,107,0,1,0.5270186066627502,190
A0.1,0.1,0.1,0,108,0,1,0.11502457410097122,62
A0.1,0.1,0.1,0,109,0,1,0.012729985639452934,38
A0.1,0.1,0.1,0,110,0,1,0.05875058472156525,77
A0.1,0.1,0.1,0,111,0,1,0.8580894470214844,240
A0.1,0.1,0.1,0,112,0,1,0.4516058564186096,102
A0.1,0.1,0.1,0,113,0,1,0.02780371531844139,39
A0.1,0.1,0.1,0,114,0,1,0.3776952624320984,137
A0.1,0.1,0.1,0,115,0,1,0.21832193434238434,80
A0.1,0.1,0.1,0,116,0,1,0.024917611852288246,44
A0.1,0.1,0.1,0,117,0,1,0.84492027759552,191
A0.1,0.1,0.1,0,118,0,1,0.09070782363414764,75
A0.1,0.1,0.1,0,119,0,1,0.20748259127140045,87
A0.1,0.1,0.1,0,120,0,1,0.33021292090415955,89
A0.1,0.1,0.1,0,121,0,1,0.018288826569914818,49
A0.1,0.1,0.1,0,122,0,1,0.7075730562210083,197
A0.1,0.1,0.1,0,123,0,1,0.1974942684173584,85
