condition,rough,sigma_k,seed,episode,push_step,recovery
BRIDGE-plain,rough,0.1,0,7,45,-1
BRIDGE-plain,rough,0.1,0,9,59,-1
BRIDGE-plain,rough,0.1,0,10,97,-1
BRIDGE-plain,rough,0.1,0,11,69,-1
BRIDGE-plain,rough,0.1,0,13,96,-1
BRIDGE-plain,rough,0.1,0,15,94,-1
BRIDGE-plain,rough,0.1,0,17,55,-1
BRIDGE-plain,rough,0.1,0,22,64,-1
BRIDGE-plain,rough,0.1,0,23,85,-1
BRIDGE-plain,rough,0.1,0,24,81,-1
BRIDGE-plain,rough,0.1,0,28,97,-1
BRIDGE-plain,rough,0.1,0,29,80,-1
BRIDGE-plain,rough,0.1,0,30,53,-1
BRIDGE-plain,rough,0.1,0,31,36,-1
BRIDGE-plain,rough,0.1,0,33,95,-1
BRIDGE-plain,rough,0.1,0,36,44,-1
BRIDGE-plain,rough,0.1,0,37,83,-1
BRIDGE-plain,rough,0.1,0,38,50,-1
BRIDGE-plain,rough,0.1,0,39,5,-1
BRIDGE-plain,rough,0.1,0,40,57,-1
BRIDGE-plain,rough,0.1,0,42,85,-1
BRIDGE-plain,rough,0.1,0,46,64,-1
BRIDGE-plain,rough,0.1,0,48,75,-1
BRIDGE-plain,rough,0.1,0,50,71,-1
BRIDGE-plain,rough,0.1,0,51,36,-1
BRIDGE-plain,rough,0.1,0,55,2,-1
BRIDGE-plain,rough,0.1,0,56,97,-1
BRIDGE-plain,rough,0.1,0,57,58,-1
BRIDGE-plain,rough,0.1,0,64,75,-1
BRIDGE-plain,rough,0.1,0,69,65,-1
BRIDGE-plain,rough,0.1,0,74,90,-1
BRIDGE-plain,rough,0.1,0,75,40,-1
BRIDGE-plain,rough,0.1,0,77,89,-1
BRIDGE-plain,rough,0.1,0,78,72,-1
BRIDGE-plain,rough,0.1,0,79,35,-1
BRIDGE-plain,rough,0.1,0,81,33,-1
BRIDGE-plain,rough,0.1,0,84,74,-1
BRIDGE-plain,rough,0.1,0,85,10,-1
BRIDGE-plain,rough,0.1,0,90,90,-1
BRIDGE-plain,rough,0.1,0,92,68,-1
BRIDGE-plain,rough,0.1,0,94,63,-1
BRIDGE-plain,rough,0.1,0,96,95,-1
BRIDGE-plain,rough,0.1,0,98,97,-1
BRIDGE-plain,rough,0.1,0,99,65,-1
BRIDGE-plain,rough,0.1,0,100,71,-1
BRIDGE-plain,rough,0.1,0,107,81,-1
BRIDGE-plain,rough,0.1,0,108,3,-1
BRIDGE-plain,rough,0.1,0,113,91,-1
BRIDGE-plain,rough,0.1,0,114,72,-1
BRIDGE-plain,rough,0.1,0,115,40,-1
BRIDGE-plain,rough,0.1,0,116,85,-1
BRIDGE-plain,rough,0.1,0,117,93,-1
BRIDGE-plain,rough,0.1,0,118,61,-1
BRIDGE-plain,rough,0.1,0,124,95,-1
BRIDGE-plain,rough,0.1,0,126,66,-1
BRIDGE-plain,rough,0.1,0,128,77,-1
BRIDGE-plain,rough,0.1,0,133,49,-1
BRIDGE-plain,rough,0.1,0,136,87,-1
BRIDGE-plain,rough,0.1,0,138,86,-1
BRIDGE-plain,rough,0.1,0,139,65,-1
BRIDGE-plain,rough,0.1,0,142,63,-1
BRIDGE-plain,rough,0.1,0,150,58,-1
BRIDGE-plain,rough,0.1,0,154,59,-1
BRIDGE-plain,rough,0.1,0,158,55,-1
BRIDGE-plain,rough,0.1,0,163,73,-1
BRIDGE-plain,rough,0.1,0,164,54,-1
BRIDGE-plain,rough,0.1,0,169,12,-1
BRIDGE-plain,rough,0.1,0,173,73,-1
BRIDGE-plain,rough,0.1,0,179,17,-1
BRIDGE-plain,rough,0.1,0,186,87,-1
BRIDGE-plain,rough,0.1,0,188,74,-1
BRIDGE-plain,rough,0.1,0,189,85,-1
BRIDGE-plain,rough,0.1,0,192,19,-1
BRIDGE-plain,rough,0.1,1,32,3,1
BRIDGE-plain,rough,0.1,1,116,1,7
BRIDGE-plain,rough,0.1,1,118,6,6
BRIDGE-plain,rough,0.1,1,167,6,6
BRIDGE-plain,rough,0.1,1,8,2,13
BRIDGE-plain,rough,0.1,1,180,13,3
BRIDGE-plain,rough,0.1,1,22,10,10
BRIDGE-plain,rough,0.1,1,137,15,5
BRIDGE-plain,rough,0.1,1,183,23,1
BRIDGE-plain,rough,0.1,1,93,19,7
BRIDGE-plain,rough,0.1,1,183,25,1
BRIDGE-plain,rough,0.1,1,103,26,2
BRIDGE-plain,rough,0.1,1,193,13,15
BRIDGE-plain,rough,0.1,1,87,21,8
BRIDGE-plain,rough,0.1,1,45,4,26
BRIDGE-plain,rough,0.1,1,91,22,12
BRIDGE-plain,rough,0.1,1,126,10,24
BRIDGE-plain,rough,0.1,1,11,8,27
BRIDGE-plain,rough,0.1,1,57,25,10
BRIDGE-plain,rough,0.1,1,180,29,6
BRIDGE-plain,rough,0.1,1,161,16,20
BRIDGE-plain,rough,0.1,1,98,35,2
BRIDGE-plain,rough,0.1,1,32,37,1
BRIDGE-plain,rough,0.1,1,68,2,37
BRIDGE-plain,rough,0.1,1,133,20,19
BRIDGE-plain,rough,0.1,1,21,26,14
BRIDGE-plain,rough,0.1,1,180,38,3
BRIDGE-plain,rough,0.1,1,186,18,24
BRIDGE-plain,rough,0.1,1,35,41,2
BRIDGE-plain,rough,0.1,1,77,23,24
BRIDGE-plain,rough,0.1,1,136,2,45
BRIDGE-plain,rough,0.1,1,70,48,1
BRIDGE-plain,rough,0.1,1,126,47,4
BRIDGE-plain,rough,0.1,1,199,29,25
BRIDGE-plain,rough,0.1,1,82,51,4
BRIDGE-plain,rough,0.1,1,84,42,13
BRIDGE-plain,rough,0.1,1,75,51,6
BRIDGE-plain,rough,0.1,1,128,19,40
BRIDGE-plain,rough,0.1,1,0,53,7
BRIDGE-plain,rough,0.1,1,76,40,20
BRIDGE-plain,rough,0.1,1,133,55,5
BRIDGE-plain,rough,0.1,1,90,53,8
BRIDGE-plain,rough,0.1,1,171,59,2
BRIDGE-plain,rough,0.1,1,109,41,21
BRIDGE-plain,rough,0.1,1,50,16,47
BRIDGE-plain,rough,0.1,1,180,55,8
BRIDGE-plain,rough,0.1,1,121,57,7
BRIDGE-plain,rough,0.1,1,127,35,30
BRIDGE-plain,rough,0.1,1,145,26,39
BRIDGE-plain,rough,0.1,1,70,63,5
BRIDGE-plain,rough,0.1,1,155,51,17
BRIDGE-plain,rough,0.1,1,54,24,45
BRIDGE-plain,rough,0.1,1,88,49,20
BRIDGE-plain,rough,0.1,1,36,44,26
BRIDGE-plain,rough,0.1,1,66,54,16
BRIDGE-plain,rough,0.1,1,148,68,2
BRIDGE-plain,rough,0.1,1,50,67,4
BRIDGE-plain,rough,0.1,1,144,51,20
BRIDGE-plain,rough,0.1,1,27,11,61
BRIDGE-plain,rough,0.1,1,53,42,31
BRIDGE-plain,rough,0.1,1,126,69,4
BRIDGE-plain,rough,0.1,1,33,4,70
BRIDGE-plain,rough,0.1,1,129,61,13
BRIDGE-plain,rough,0.1,1,19,6,69
BRIDGE-plain,rough,0.1,1,46,61,14
BRIDGE-plain,rough,0.1,1,72,66,10
BRIDGE-plain,rough,0.1,1,198,57,19
BRIDGE-plain,rough,0.1,1,16,60,17
BRIDGE-plain,rough,0.1,1,30,63,14
BRIDGE-plain,rough,0.1,1,59,50,27
BRIDGE-plain,rough,0.1,1,47,76,2
BRIDGE-plain,rough,0.1,1,197,43,35
BRIDGE-plain,rough,0.1,1,21,73,6
BRIDGE-plain,rough,0.1,1,74,45,34
BRIDGE-plain,rough,0.1,1,56,25,55
BRIDGE-plain,rough,0.1,1,167,71,9
BRIDGE-plain,rough,0.1,1,65,77,6
BRIDGE-plain,rough,0.1,1,81,27,56
BRIDGE-plain,rough,0.1,1,143,69,16
BRIDGE-plain,rough,0.1,1,144,81,4
BRIDGE-plain,rough,0.1,1,175,84,1
BRIDGE-plain,rough,0.1,1,92,32,54
BRIDGE-plain,rough,0.1,1,173,81,5
BRIDGE-plain,rough,0.1,1,154,66,21
BRIDGE-plain,rough,0.1,1,79,44,44
BRIDGE-plain,rough,0.1,1,132,82,7
BRIDGE-plain,rough,0.1,1,158,87,2
BRIDGE-plain,rough,0.1,1,98,61,29
BRIDGE-plain,rough,0.1,1,45,36,55
BRIDGE-plain,rough,0.1,1,111,55,36
BRIDGE-plain,rough,0.1,1,147,59,32
BRIDGE-plain,rough,0.1,1,186,46,45
BRIDGE-plain,rough,0.1,1,196,85,7
BRIDGE-plain,rough,0.1,1,175,89,4
BRIDGE-plain,rough,0.1,1,104,79,15
BRIDGE-plain,rough,0.1,1,113,83,11
BRIDGE-plain,rough,0.1,1,165,90,4
BRIDGE-plain,rough,0.1,1,60,61,34
BRIDGE-plain,rough,0.1,1,151,86,9
BRIDGE-plain,rough,0.1,1,193,71,24
BRIDGE-plain,rough,0.1,1,96,81,15
BRIDGE-plain,rough,0.1,1,181,71,25
BRIDGE-plain,rough,0.1,1,192,35,61
BRIDGE-plain,rough,0.1,1,31,85,12
BRIDGE-plain,rough,0.1,1,150,86,12
BRIDGE-plain,rough,0.1,1,24,84,16
BRIDGE-plain,rough,0.1,1,94,82,18
BRIDGE-plain,rough,0.1,1,138,37,63
BRIDGE-plain,rough,0.1,1,161,96,4
BRIDGE-plain,rough,0.1,1,170,54,-53
BRIDGE-plain,rough,0.1,1,149,97,-92
BRIDGE-plain,rough,0.1,1,45,3,3
BRIDGE-plain,rough,0.1,1,135,83,-77
BRIDGE-plain,rough,0.1,1,48,59,-52
BRIDGE-plain,rough,0.1,1,142,75,-68
BRIDGE-plain,rough,0.1,1,102,3,6
BRIDGE-plain,rough,0.1,1,28,40,-30
BRIDGE-plain,rough,0.1,1,182,85,-75
BRIDGE-plain,rough,0.1,1,82,90,-78
BRIDGE-plain,rough,0.1,1,10,11,2
BRIDGE-plain,rough,0.1,1,122,95,-81
BRIDGE-plain,rough,0.1,1,169,15,2
BRIDGE-plain,rough,0.1,1,55,12,7
BRIDGE-plain,rough,0.1,1,68,18,2
BRIDGE-plain,rough,0.1,1,117,17,3
BRIDGE-plain,rough,0.1,1,33,19,2
BRIDGE-plain,rough,0.1,1,70,16,7
BRIDGE-plain,rough,0.1,1,79,95,-72
BRIDGE-plain,rough,0.1,1,113,20,3
BRIDGE-plain,rough,0.1,1,179,11,13
BRIDGE-plain,rough,0.1,1,75,99,-74
BRIDGE-plain,rough,0.1,1,57,12,14
BRIDGE-plain,rough,0.1,1,123,88,-61
BRIDGE-plain,rough,0.1,1,9,98,-70
BRIDGE-plain,rough,0.1,1,187,19,10
BRIDGE-plain,rough,0.1,1,14,26,5
BRIDGE-plain,rough,0.1,1,91,28,5
BRIDGE-plain,rough,0.1,1,162,46,-12
BRIDGE-plain,rough,0.1,1,19,1,34
BRIDGE-plain,rough,0.1,1,34,32,4
BRIDGE-plain,rough,0.1,1,6,18,20
BRIDGE-plain,rough,0.1,1,188,32,6
BRIDGE-plain,rough,0.1,1,57,37,2
BRIDGE-plain,rough,0.1,1,74,37,2
BRIDGE-plain,rough,0.1,1,75,33,6
BRIDGE-plain,rough,0.1,1,93,34,7
BRIDGE-plain,rough,0.1,1,46,2,42
BRIDGE-plain,rough,0.1,1,104,21,24
BRIDGE-plain,rough,0.1,1,118,26,20
BRIDGE-plain,rough,0.1,1,153,25,21
BRIDGE-plain,rough,0.1,1,144,26,21
BRIDGE-plain,rough,0.1,1,65,29,19
BRIDGE-plain,rough,0.1,1,49,47,2
BRIDGE-plain,rough,0.1,1,169,39,10
BRIDGE-plain,rough,0.1,1,193,99,-50
BRIDGE-plain,rough,0.1,1,99,4,46
BRIDGE-plain,rough,0.1,1,196,48,2
BRIDGE-plain,rough,0.1,1,17,44,7
BRIDGE-plain,rough,0.1,1,22,74,-23
BRIDGE-plain,rough,0.1,1,114,46,8
BRIDGE-plain,rough,0.1,1,138,49,5
BRIDGE-plain,rough,0.1,1,6,45,10
BRIDGE-plain,rough,0.1,1,21,45,10
BRIDGE-plain,rough,0.1,1,164,50,6
BRIDGE-plain,rough,0.1,1,22,55,2
BRIDGE-plain,rough,0.1,1,77,53,4
BRIDGE-plain,rough,0.1,1,2,22,39
BRIDGE-plain,rough,0.1,1,62,34,27
BRIDGE-plain,rough,0.1,1,114,58,3
BRIDGE-plain,rough,0.1,1,127,59,2
BRIDGE-plain,rough,0.1,1,186,95,-34
BRIDGE-plain,rough,0.1,1,7,58,4
BRIDGE-plain,rough,0.1,1,135,24,38
BRIDGE-plain,rough,0.1,1,63,32,31
BRIDGE-plain,rough,0.1,1,174,3,60
BRIDGE-plain,rough,0.1,1,42,59,5
BRIDGE-plain,rough,0.1,1,157,24,40
BRIDGE-plain,rough,0.1,1,170,50,14
BRIDGE-plain,rough,0.1,1,4,34,31
BRIDGE-plain,rough,0.1,1,51,97,-32
BRIDGE-plain,rough,0.1,1,118,58,7
BRIDGE-plain,rough,0.1,1,144,51,15
BRIDGE-plain,rough,0.1,1,1,63,4
BRIDGE-plain,rough,0.1,1,69,43,24
BRIDGE-plain,rough,0.1,1,83,46,21
BRIDGE-plain,rough,0.1,1,4,67,2
BRIDGE-plain,rough,0.1,1,102,55,14
BRIDGE-plain,rough,0.1,1,166,27,42
BRIDGE-plain,rough,0.1,1,150,4,66
BRIDGE-plain,rough,0.1,1,27,68,3
BRIDGE-plain,rough,0.1,1,32,69,2
BRIDGE-plain,rough,0.1,1,61,52,19
BRIDGE-plain,rough,0.1,1,160,38,37
BRIDGE-plain,rough,0.1,1,187,61,14
BRIDGE-plain,rough,0.1,1,43,94,-18
BRIDGE-plain,rough,0.1,1,137,0,77
BRIDGE-plain,rough,0.1,1,30,68,10
BRIDGE-plain,rough,0.1,1,70,43,35
BRIDGE-plain,rough,0.1,1,77,76,2
BRIDGE-plain,rough,0.1,1,103,70,9
BRIDGE-plain,rough,0.1,1,197,34,46
BRIDGE-plain,rough,0.1,1,101,73,8
BRIDGE-plain,rough,0.1,1,8,78,4
BRIDGE-plain,rough,0.1,1,112,80,2
BRIDGE-plain,rough,0.1,1,140,61,21
BRIDGE-plain,rough,0.1,1,52,23,60
BRIDGE-plain,rough,0.1,1,82,45,38
BRIDGE-plain,rough,0.1,1,115,65,18
BRIDGE-plain,rough,0.1,1,56,3,81
BRIDGE-plain,rough,0.1,1,105,42,43
BRIDGE-plain,rough,0.1,1,73,83,3
BRIDGE-plain,rough,0.1,1,104,84,2
BRIDGE-plain,rough,0.1,1,89,60,27
BRIDGE-plain,rough,0.1,1,134,61,26
BRIDGE-plain,rough,0.1,1,16,27,62
BRIDGE-plain,rough,0.1,1,187,81,8
BRIDGE-plain,rough,0.1,1,28,52,38
BRIDGE-plain,rough,0.1,1,88,51,39
BRIDGE-plain,rough,0.1,1,0,49,42
BRIDGE-plain,rough,0.1,1,67,89,2
BRIDGE-plain,rough,0.1,1,163,64,27
BRIDGE-plain,rough,0.1,1,71,50,42
BRIDGE-plain,rough,0.1,1,95,45,47
BRIDGE-plain,rough,0.1,1,155,80,12
BRIDGE-plain,rough,0.1,1,159,67,26
BRIDGE-plain,rough,0.1,1,125,11,83
BRIDGE-plain,rough,0.1,1,153,83,11
BRIDGE-plain,rough,0.1,1,131,75,20
BRIDGE-plain,rough,0.1,1,130,59,37
BRIDGE-plain,rough,0.1,1,48,93,6
BRIDGE-plain,rough,0.1,1,84,78,21
BRIDGE-plain,rough,0.1,1,121,97,2
BRIDGE-plain,rough,0.1,1,194,96,-94
BRIDGE-plain,rough,0.1,1,178,42,-38
BRIDGE-plain,rough,0.1,1,111,89,-84
BRIDGE-plain,rough,0.1,1,39,87,-80
BRIDGE-plain,rough,0.1,1,143,3,4
BRIDGE-plain,rough,0.1,1,97,59,-51
BRIDGE-plain,rough,0.1,1,58,78,-69
BRIDGE-plain,rough,0.1,1,160,1,10
BRIDGE-plain,rough,0.1,1,172,96,-85
BRIDGE-plain,rough,0.1,1,37,89,-77
BRIDGE-plain,rough,0.1,1,65,9,5
BRIDGE-plain,rough,0.1,1,119,12,2
BRIDGE-plain,rough,0.1,1,27,2,13
BRIDGE-plain,rough,0.1,1,184,77,-62
BRIDGE-plain,rough,0.1,1,87,46,-28
BRIDGE-plain,rough,0.1,1,98,6,12
BRIDGE-plain,rough,0.1,1,135,97,-79
BRIDGE-plain,rough,0.1,1,50,94,-75
BRIDGE-plain,rough,0.1,1,113,3,18
BRIDGE-plain,rough,0.1,1,44,91,-68
BRIDGE-plain,rough,0.1,1,52,18,5
BRIDGE-plain,rough,0.1,1,78,21,7
BRIDGE-plain,rough,0.1,1,83,19,9
BRIDGE-plain,rough,0.1,1,193,91,-63
BRIDGE-plain,rough,0.1,1,14,54,-25
BRIDGE-plain,rough,0.1,1,56,91,-62
BRIDGE-plain,rough,0.1,1,159,24,6
BRIDGE-plain,rough,0.1,1,1,11,20
BRIDGE-plain,rough,0.1,1,53,67,-35
BRIDGE-plain,rough,0.1,1,95,20,12
BRIDGE-plain,rough,0.1,1,54,1,32
BRIDGE-plain,rough,0.1,1,108,27,8
BRIDGE-plain,rough,0.1,1,8,6,30
BRIDGE-plain,rough,0.1,1,114,23,14
BRIDGE-plain,rough,0.1,1,126,77,-40
BRIDGE-plain,rough,0.1,1,152,99,-61
BRIDGE-plain,rough,0.1,1,124,94,-55
BRIDGE-plain,rough,0.1,1,125,23,16
BRIDGE-plain,rough,0.1,1,192,36,4
BRIDGE-plain,rough,0.1,1,196,26,15
BRIDGE-plain,rough,0.1,1,7,73,-30
BRIDGE-plain,rough,0.1,1,140,40,4
BRIDGE-plain,rough,0.1,1,195,46,2
BRIDGE-plain,rough,0.1,1,69,47,2
BRIDGE-plain,rough,0.1,1,134,1,49
BRIDGE-plain,rough,0.1,1,9,40,11
BRIDGE-plain,rough,0.1,1,157,46,5
BRIDGE-plain,rough,0.1,1,185,64,-12
BRIDGE-plain,rough,0.1,1,6,35,19
BRIDGE-plain,rough,0.1,1,79,11,43
BRIDGE-plain,rough,0.1,1,85,18,36
BRIDGE-plain,rough,0.1,1,149,51,3
BRIDGE-plain,rough,0.1,1,164,47,7
BRIDGE-plain,rough,0.1,1,4,31,24
BRIDGE-plain,rough,0.1,1,73,27,28
BRIDGE-plain,rough,0.1,1,91,48,7
BRIDGE-plain,rough,0.1,1,176,52,3
BRIDGE-plain,rough,0.1,1,142,28,28
BRIDGE-plain,rough,0.1,1,145,38,18
BRIDGE-plain,rough,0.1,1,196,43,13
BRIDGE-plain,rough,0.1,1,19,44,13
BRIDGE-plain,rough,0.1,1,150,15,44
BRIDGE-plain,rough,0.1,1,162,39,20
BRIDGE-plain,rough,0.1,1,49,54,6
BRIDGE-plain,rough,0.1,1,115,41,19
BRIDGE-plain,rough,0.1,1,22,4,61
BRIDGE-plain,rough,0.1,1,67,39,26
BRIDGE-plain,rough,0.1,1,29,53,13
BRIDGE-plain,rough,0.1,1,90,97,-31
BRIDGE-plain,rough,0.1,1,109,26,40
BRIDGE-plain,rough,0.1,1,60,60,7
BRIDGE-plain,rough,0.1,1,131,57,10
BRIDGE-plain,rough,0.1,1,95,60,9
BRIDGE-plain,rough,0.1,1,129,17,52
BRIDGE-plain,rough,0.1,1,98,67,3
BRIDGE-plain,rough,0.1,1,24,44,27
BRIDGE-plain,rough,0.1,1,58,15,56
BRIDGE-plain,rough,0.1,1,89,66,5
BRIDGE-plain,rough,0.1,1,167,52,19
BRIDGE-plain,rough,0.1,1,191,54,18
BRIDGE-plain,rough,0.1,1,52,44,29
BRIDGE-plain,rough,0.1,1,155,33,40
BRIDGE-plain,rough,0.1,1,63,73,2
BRIDGE-plain,rough,0.1,1,42,72,4
BRIDGE-plain,rough,0.1,1,177,41,35
BRIDGE-plain,rough,0.1,1,37,60,17
BRIDGE-plain,rough,0.1,1,21,71,7
BRIDGE-plain,rough,0.1,1,41,78,1
BRIDGE-plain,rough,0.1,1,43,48,31
BRIDGE-plain,rough,0.1,1,132,75,4
BRIDGE-plain,rough,0.1,1,141,52,27
BRIDGE-plain,rough,0.1,1,31,80,3
BRIDGE-plain,rough,0.1,1,44,45,38
BRIDGE-plain,rough,0.1,1,60,77,6
BRIDGE-plain,rough,0.1,1,173,58,25
BRIDGE-plain,rough,0.1,1,145,77,7
BRIDGE-plain,rough,0.1,1,160,81,3
BRIDGE-plain,rough,0.1,1,93,45,40
BRIDGE-plain,rough,0.1,1,187,68,18
BRIDGE-plain,rough,0.1,1,6,81,6
BRIDGE-plain,rough,0.1,1,40,48,39
BRIDGE-plain,rough,0.1,1,120,8,82
BRIDGE-plain,rough,0.1,1,188,90,1
BRIDGE-plain,rough,0.1,1,87,60,32
BRIDGE-plain,rough,0.1,1,64,86,7
BRIDGE-plain,rough,0.1,1,198,46,47
BRIDGE-plain,rough,0.1,1,101,75,20
BRIDGE-plain,rough,0.1,1,14,92,4
BRIDGE-plain,rough,0.1,1,56,48,48
BRIDGE-plain,rough,0.1,1,112,40,56
BRIDGE-plain,rough,0.1,1,125,65,31
BRIDGE-plain,rough,0.1,1,118,89,8
BRIDGE-plain,rough,0.1,1,17,46,52
BRIDGE-plain,rough,0.1,1,50,93,5
BRIDGE-plain,rough,0.1,1,127,96,3
BRIDGE-plain,rough,0.1,1,38,59,41
BRIDGE-plain,rough,0.1,1,1,87,-1
BRIDGE-plain,rough,0.1,1,4,90,-1
BRIDGE-plain,rough,0.1,1,10,81,-1
BRIDGE-plain,rough,0.1,1,12,74,-1
BRIDGE-plain,rough,0.1,1,13,41,-1
BRIDGE-plain,rough,0.1,1,15,61,-1
BRIDGE-plain,rough,0.1,1,18,95,-1
BRIDGE-plain,rough,0.1,1,25,25,-1
BRIDGE-plain,rough,0.1,1,27,22,-1
BRIDGE-plain,rough,0.1,1,28,61,-1
BRIDGE-plain,rough,0.1,1,30,94,-1
BRIDGE-plain,rough,0.1,1,32,61,-1
BRIDGE-plain,rough,0.1,1,33,57,-1
BRIDGE-plain,rough,0.1,1,36,94,-1
BRIDGE-plain,rough,0.1,1,39,76,-1
BRIDGE-plain,rough,0.1,1,46,92,-1
BRIDGE-plain,rough,0.1,1,47,82,-1
BRIDGE-plain,rough,0.1,1,48,75,-1
BRIDGE-plain,rough,0.1,1,51,95,-1
BRIDGE-plain,rough,0.1,1,52,78,-1
BRIDGE-plain,rough,0.1,1,68,93,-1
BRIDGE-plain,rough,0.1,1,69,92,-1
BRIDGE-plain,rough,0.1,1,70,84,-1
BRIDGE-plain,rough,0.1,1,71,62,-1
BRIDGE-plain,rough,0.1,1,74,45,-1
BRIDGE-plain,rough,0.1,1,75,38,-1
BRIDGE-plain,rough,0.1,1,80,75,-1
BRIDGE-plain,rough,0.1,1,81,61,-1
BRIDGE-plain,rough,0.1,1,84,12,-1
BRIDGE-plain,rough,0.1,1,85,61,-1
BRIDGE-plain,rough,0.1,1,86,21,-1
BRIDGE-plain,rough,0.1,1,91,80,-1
BRIDGE-plain,rough,0.1,1,94,92,-1
BRIDGE-plain,rough,0.1,1,99,68,-1
BRIDGE-plain,rough,0.1,1,100,96,-1
BRIDGE-plain,rough,0.1,1,107,69,-1
BRIDGE-plain,rough,0.1,1,110,85,-1
BRIDGE-plain,rough,0.1,1,114,97,-1
BRIDGE-plain,rough,0.1,1,116,99,-1
BRIDGE-plain,rough,0.1,1,119,68,-1
BRIDGE-plain,rough,0.1,1,121,17,-1
BRIDGE-plain,rough,0.1,1,122,53,-1
BRIDGE-plain,rough,0.1,1,123,30,-1
BRIDGE-plain,rough,0.1,1,124,54,-1
BRIDGE-plain,rough,0.1,1,128,70,-1
BRIDGE-plain,rough,0.1,1,133,44,-1
BRIDGE-plain,rough,0.1,1,134,94,-1
BRIDGE-plain,rough,0.1,1,137,39,-1
BRIDGE-plain,rough,0.1,1,138,62,-1
BRIDGE-plain,rough,0.1,1,140,70,-1
BRIDGE-plain,rough,0.1,1,143,48,-1
BRIDGE-plain,rough,0.1,1,147,93,-1
BRIDGE-plain,rough,0.1,1,148,79,-1
BRIDGE-plain,rough,0.1,1,151,95,-1
BRIDGE-plain,rough,0.1,1,152,85,-1
BRIDGE-plain,rough,0.1,1,153,99,-1
BRIDGE-plain,rough,0.1,1,154,57,-1
BRIDGE-plain,rough,0.1,1,156,96,-1
BRIDGE-plain,rough,0.1,1,158,0,-1
BRIDGE-plain,rough,0.1,1,162,81,-1
BRIDGE-plain,rough,0.1,1,163,51,-1
BRIDGE-plain,rough,0.1,1,164,77,-1
BRIDGE-plain,rough,0.1,1,165,97,-1
BRIDGE-plain,rough,0.1,1,167,99,-1
BRIDGE-plain,rough,0.1,1,168,62,-1
BRIDGE-plain,rough,0.1,1,172,56,-1
BRIDGE-plain,rough,0.1,1,174,8,-1
BRIDGE-plain,rough,0.1,1,175,65,-1
BRIDGE-plain,rough,0.1,1,178,99,-1
BRIDGE-plain,rough,0.1,1,179,95,-1
BRIDGE-plain,rough,0.1,1,180,66,-1
BRIDGE-plain,rough,0.1,1,181,29,-1
BRIDGE-plain,rough,0.1,1,189,52,-1
BRIDGE-plain,rough,0.1,1,190,70,-1
BRIDGE-plain,rough,0.1,1,192,79,-1
BRIDGE-plain,rough,0.1,1,195,98,-1
BRIDGE-plain,rough,0.1,1,199,14,-1
BRIDGE-plain,rough,0.1,2,104,6,3
BRIDGE-plain,rough,0.1,2,133,5,5
BRIDGE-plain,rough,0.1,2,45,9,2
BRIDGE-plain,rough,0.1,2,83,5,7
BRIDGE-plain,rough,0.1,2,94,3,10
BRIDGE-plain,rough,0.1,2,67,9,6
BRIDGE-plain,rough,0.1,2,18,9,7
BRIDGE-plain,rough,0.1,2,139,15,2
BRIDGE-plain,rough,0.1,2,29,16,3
BRIDGE-plain,rough,0.1,2,126,5,14
BRIDGE-plain,rough,0.1,2,185,20,2
BRIDGE-plain,rough,0.1,2,187,20,2
BRIDGE-plain,rough,0.1,2,84,23,2
BRIDGE-plain,rough,0.1,2,88,14,13
BRIDGE-plain,rough,0.1,2,105,21,7
BRIDGE-plain,rough,0.1,2,108,28,2
BRIDGE-plain,rough,0.1,2,166,7,23
BRIDGE-plain,rough,0.1,2,0,17,14
BRIDGE-plain,rough,0.1,2,190,21,11
BRIDGE-plain,rough,0.1,2,102,9,25
BRIDGE-plain,rough,0.1,2,66,28,7
BRIDGE-plain,rough,0.1,2,123,33,2
BRIDGE-plain,rough,0.1,2,32,30,7
BRIDGE-plain,rough,0.1,2,158,27,10
BRIDGE-plain,rough,0.1,2,122,21,17
BRIDGE-plain,rough,0.1,2,4,2,38
BRIDGE-plain,rough,0.1,2,64,34,7
BRIDGE-plain,rough,0.1,2,111,35,6
BRIDGE-plain,rough,0.1,2,39,41,2
BRIDGE-plain,rough,0.1,2,168,13,33
BRIDGE-plain,rough,0.1,2,52,24,23
BRIDGE-plain,rough,0.1,2,145,20,27
BRIDGE-plain,rough,0.1,2,191,42,5
BRIDGE-plain,rough,0.1,2,74,17,31
BRIDGE-plain,rough,0.1,2,3,47,3
BRIDGE-plain,rough,0.1,2,31,2,48
BRIDGE-plain,rough,0.1,2,46,49,1
BRIDGE-plain,rough,0.1,2,171,48,2
BRIDGE-plain,rough,0.1,2,73,25,26
BRIDGE-plain,rough,0.1,2,188,31,21
BRIDGE-plain,rough,0.1,2,160,50,3
BRIDGE-plain,rough,0.1,2,140,48,6
BRIDGE-plain,rough,0.1,2,177,40,14
BRIDGE-plain,rough,0.1,2,56,26,29
BRIDGE-plain,rough,0.1,2,173,47,8
BRIDGE-plain,rough,0.1,2,108,52,4
BRIDGE-plain,rough,0.1,2,183,45,11
BRIDGE-plain,rough,0.1,2,153,23,34
BRIDGE-plain,rough,0.1,2,10,56,2
BRIDGE-plain,rough,0.1,2,25,56,3
BRIDGE-plain,rough,0.1,2,189,57,2
BRIDGE-plain,rough,0.1,2,115,43,18
BRIDGE-plain,rough,0.1,2,123,48,13
